web-scraper-order,web-scraper-start-url,name,origin,topic,review,stay,triptype,rate
"1665497455-53","https://www.tripadvisor.com/Hotel_Review-g60581-d1724301-Reviews-Lai_Nani_Resort-Hakalau_Island_of_Hawaii_Hawaii.html","cbutter1","Louisville, KY24 contributions3 helpful votes","Truly Paradise","This property is truly paradise. We were greeted by Garry and his son the moment we arrived and felt very welcome. They ensured that every need was met. The grounds were immaculate and the bungalows were clean. The estate is near many of the attractions on the Hilo side and Garry steered us to many of the best activities. We traveled with another couple and two teenage girls. We all have a blast. Garry was very hospitable and he was very gracious. He had us for a barbecue where we and another guest contributed sides. It was great fun.

The views are incredible and the pictures do not do them justice. We greeted each morning in the oceanfront gazebo where we experienced some of the most glorius sunrises we had ever seen. You feel as if you are on your own private estate. There are no crowds or noise, except nature. We had a fantastic time and we will definitely be back.

Thank you Garry for sharing your place with us helping us to have an incredible vacation.","Date of stay: June 2011","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665497455-54","https://www.tripadvisor.com/Hotel_Review-g60581-d1724301-Reviews-Lai_Nani_Resort-Hakalau_Island_of_Hawaii_Hawaii.html","Vanessatomko","Jacksonville, Florida10 contributions4 helpful votes","It doesn't get any better than this","Lai Nani is a beautiful place to rent if you are staying on the Big Island of Hawaii. We stayed for 6 nights and would have loved to stay longer. The bunglow was perfect for our stay. Beautiful, private with breath taking views from any spot on the property. Garry was an amazing host that made sure we had everything we needed. His knowledge of the island and recommendations of things to do are right on. It felt like home when we came back after a long day of sight seeing. We highly recommend staying at Lai Nani in Hilo, Hawaii. We came as guests but left as friends.","Date of stay: May 2011","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665497455-55","https://www.tripadvisor.com/Hotel_Review-g60581-d1724301-Reviews-Lai_Nani_Resort-Hakalau_Island_of_Hawaii_Hawaii.html","fralcain","Hilo, Hawaii1 contribution3 helpful votes","Beautiful venue for our wedding.","We used Lai Nani as the setting for our wedding, both ceremony and reception.  The property was just beautiful and easily accommodated our 75 guests.  We rented the property for the weekend which was ideal for family and friends traveling in for the ceremony.  Gary was as advertised, hospitable, friendly and set on making sure our stay was one of a kind.
Highly recommended.","Date of stay: June 2010","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665497455-56","https://www.tripadvisor.com/Hotel_Review-g60581-d1724301-Reviews-Lai_Nani_Resort-Hakalau_Island_of_Hawaii_Hawaii.html","buckeyetravelgirl214","Columbus, Ohio69 contributions80 helpful votes","Ocean front beauty on the Hamuaka Coast","My hubby and I had the pleasure of staying here for almost 2 weeks. It was far more beautiful than we could have imagined.  Lai Nani is located on the Hamukua Coast minutes from Hilo and yet still close to the attractions near the white sand beaches of Kohala.  The resort is literaly across the street from the Botanical Gardens and Waterfalls. There is a little town Honomu a few minutes up the road with shops and restraunts, all of which are very nice.  The location is private and yet convienent.  Perfect for anyone looking to explore the island.
The owner Gary is absolutely wonderful.  He invited us to several dinners at his home and made us feel like friends not a paying customer.  The sincerity and hospitality in unsurpassed.  This is the kind of treatment you get at a five star resort, except much better and more personal.  The grounds are lovely with spectacular ocean views.  The pool and hot tub are terrific after a long day...the bungalows are brand new and decorated lovely, with comfortable bed, flat screen tv with sitting area, mini kitchen and large walk in shower. The pictures do not do the resort justice.
We highly recommend the Lai Nani, you will not be disappointed.","Date of stay: April 2010","Trip type: Traveled on business","ui_bubble_rating bubble_50"
"1665497455-57","https://www.tripadvisor.com/Hotel_Review-g60581-d1724301-Reviews-Lai_Nani_Resort-Hakalau_Island_of_Hawaii_Hawaii.html","connad","Boston3 contributions2 helpful votes","Simply Unforgettable!","Lai Nani was simply outstanding! We arrived late at night and were amazed by the beauty of the property which was beautifully lit. It was breathtaking and we couldn't believe that this was going to be our home for the next 10 days. We rented the whole property with our large party of 12. It was like having a 5 star resort all to ourselves. The set up of the main house and two bungalows was perfect for a large group and several families. 
We felt so at home and welcomed. From the first minute Gary, the owner treated us like family. He was so attentive to our every need. We truly felt like this was our home during our stay. 
The grounds were absolutely gorgeous and we enjoyed morning coffee while watching the whales. The pool and hot tub were beautiful, we spent a lot of time sunning by the pool and making family meals in the gourmet kitchen and the state of the art barbecue. We made so many memories! 
The rooms and inside of the house were wonderful. The beds were very comfortable and each room had its own flat screen tv and luxurious bathroom and shower. All rooms in the main house had large sliders to the lanai which we left open at night to listen to the ocean and the whales. 
This is a special place. Gary has thought of truly everything to make the guest experience unforgettable from state of the art sound equipment to a gorgeous gas fireplace to a high tech washer/dryer. 
We truly had the time of our lives and we plan to return as soon as possible. The property, hospitality, and experience will not disappoint. Lai Nani is RIGHT ON! Mahalo!","Date of stay: February 2010","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665498853-58","https://www.tripadvisor.com/Hotel_Review-g60608-d268658-Reviews-Aston_Waikoloa_Colony_Villas-Waikoloa_Kohala_Coast_Island_of_Hawaii_Hawaii.html","robert g","4 contributions3 helpful votes","Hawaiian trip 2021","Accommodations are wonderful. Full size 3 bedroom 2 story condominium close to beach and shopping. Full kitchen also. Here for a week and we love it. Beautiful views and about 30 minutes from Kona airport. Most leisure activities are within half an hour of location.","Date of stay: February 2022","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665498853-59","https://www.tripadvisor.com/Hotel_Review-g60608-d268658-Reviews-Aston_Waikoloa_Colony_Villas-Waikoloa_Kohala_Coast_Island_of_Hawaii_Hawaii.html","Darci D","Missoula, Montana1 contribution2 helpful votes","Over rated...beware","First of all...this is not a resort nor hotel.  Huge disappointment. Our 3 bedroom 802 villa was fithy...Gross and disgusting.  The kitchen sink has some kind of gross mold growing around the edges. So out dated, the coffe maker was straight out of the 80s. The glass dining room table had finger prints covering it, like it wasn't even cleaned for our arrival. The out door furniture was so old and weather you couldnt sit in the chairs without getting a splinter. All the baseboards have a thick layer of dust. Windows, glass doors dirty. Our upstairs shower was leaking down a vent into the half bath downstairs. The beds in each room were the most uncomfortable and wrapped in some kind a plastic coving the matress. The grounds are beautiful, but of course it's Hawaii. I can't understand after staying here why it's a 4 star..","Date of stay: January 2020","null","ui_bubble_rating bubble_20"
"1665498853-60","https://www.tripadvisor.com/Hotel_Review-g60608-d268658-Reviews-Aston_Waikoloa_Colony_Villas-Waikoloa_Kohala_Coast_Island_of_Hawaii_Hawaii.html","Roberta","2 contributions2 helpful votes","Not impressed","I’m not 100% sure the staff assigned us to the correct
Room.   There was a baby crib in the room when we checked in .   The next day the staff called to see if they could go in the room to get it to which I said use,   They them called three more times and emailed twice!   This isn’t how I wanted to spend my first day of vacation.
They were not very generous with supplies either- I think there was one extra roll of toilet paper and one extra
garbage bag.    The sofa bed was old and in pretty bad condition.   We ended up purchasing an air mattress because there was no way anyone was going to get any sleep on that thing.And i was really unimpressed when we got locked a few days before we were due to check out.  .The door code had got changed without notifying us.  I wondered what would have happened if we had come back to the unit after office hours?
Not impressed anyway- wouldn’t recommend.","Date of stay: January 2020","Trip type: Traveled with family","ui_bubble_rating bubble_10"
"1665498853-61","https://www.tripadvisor.com/Hotel_Review-g60608-d268658-Reviews-Aston_Waikoloa_Colony_Villas-Waikoloa_Kohala_Coast_Island_of_Hawaii_Hawaii.html","maicoman1","Waikoloa, Hawaii16 contributions2 helpful votes","Quiet and beautiful","I have been to the Big Island many many time and Colony Villas is the best place we have ever staye  2 pools and nice excersise facilities, and a very nice tennis court to boot. I would come here again without hesitation.  Also felt very secure and safe","Date of stay: August 2019","null","ui_bubble_rating bubble_50"
"1665498853-62","https://www.tripadvisor.com/Hotel_Review-g60608-d268658-Reviews-Aston_Waikoloa_Colony_Villas-Waikoloa_Kohala_Coast_Island_of_Hawaii_Hawaii.html","Lucretia L","4 contributions4 helpful votes","The Big Island 2019","Property was beautiful as was the 3 bedroom villa we stayed in.....couldn't have asked for a better location.  Home was well appointed and we did not lack for anything!  Centrally located for all of our activities and with a pool and restaurant on property you really didn't need to leave if you didn't want too.","Date of stay: July 2019","null","ui_bubble_rating bubble_50"
"1665498853-63","https://www.tripadvisor.com/Hotel_Review-g60608-d268658-Reviews-Aston_Waikoloa_Colony_Villas-Waikoloa_Kohala_Coast_Island_of_Hawaii_Hawaii.html","Hugemaniac1","San Jose, CA200 contributions159 helpful votes","Poorly Managed","These are lovely Villa style units which have fallen upon disrepair.  We stayed in Unit 801 which has a great floor plan and nicely furnished.  The unit though is showing signs of aging which was apparent in broken blinds lading to the patio.  The management company is doing a very poor job: on check in we were missing all sorts of items such as kitchen dish soap, no sponge, a single trah bag, no soap for the dishwasher, a  single partial roll of toilet paper in the bathroom among other issues.  The blender smelled as if something died inside of it.  On the positive side, the sleep experience was good, quiet with good bedding.  The fairway views are quite lovely and the grounds are well maintained. These units have great potential but are suffering as the result of management which seems a bit indifferent.","Date of stay: November 2019","null","ui_bubble_rating bubble_30"
"1665498853-64","https://www.tripadvisor.com/Hotel_Review-g60608-d268658-Reviews-Aston_Waikoloa_Colony_Villas-Waikoloa_Kohala_Coast_Island_of_Hawaii_Hawaii.html","Margaret K","Bassano, Canada33 contributions16 helpful votes","Quiet and relaxing","My daughter and stayed at the Colony Villas in August.  This is not a hotel but indivudual condos.  There is no restaurants or bars on the property but it is a great place to stay.  We had a large, well appointed 2 story, 2 bedroom, 2 bath condo.  The master bedroom is upstairs and well appointed with a walkin closet.  The bed was comfortable.  The downstairs had a well appointed kitchen with a dining and sitting area.  The second bedroom had 2 single beds and a cot in it.  We were situated very close to the family pool.

It is peaceful.  The resort is gated.  The grounds are wonderful.  The only challenge is that you have to drive if you want to eat out.

My experience being in a large group on this resort, is to go to Costco and get your food and drinks.  By the time you get done with the day, you are ready to slow down for the evening.  This place does have BBQ in the pool area and you need a key to get into the pool/BBQ area and a key to get out.

All in all, I would recommend this resort to couplees with children or to anyone looking for peace and quiet.","Date of stay: August 2019","Trip type: Traveled with family","ui_bubble_rating bubble_40"
"1665498853-65","https://www.tripadvisor.com/Hotel_Review-g60608-d268658-Reviews-Aston_Waikoloa_Colony_Villas-Waikoloa_Kohala_Coast_Island_of_Hawaii_Hawaii.html","joysclind","Wrightwood, California135 contributions60 helpful votes","Quiet community and great location, some maintenance issues","My family stayed here for a week booked through AAA. Nice place but had some issues

Pros - great location convenient access via rental car to area. Staff pleasant upon check in and phone calls were answered promptly. We had booked a one bedroom with sofa bed and since the condo didn’t have a sofa bed were given a second bedroom with two twins that worked great for my kids. My kids loved the pool. And hot tub. A lot ! 🏊‍♀️ Very close to our unit. Coffee and tea was provided daily with phone call requests as advertised. 

Cons - ANTS 🐜 in the upstairs bathroom. Called staff the next morning nothing was done that I am aware of as there were still ants the next night. Since our family was staying the following night at volcanos national park overnight I asked for the bugs to be treated. So came back on day 4 to an upstairs that smells of insecticide but not more ants. Cont open a window to ventilate due to heat outside and no upstairs fans.  Turns out on day 6 the ants reappeared in the downstairs bathroom. 😵

Downstairs bathroom toilet occasionally runs - probably some slow leak internal (?) we saw nothing leaking external. Annoying but can deal with it. Upstairs bed hard as a rock. No mattress topper. Worst bed ever. Kids beds were fine. This condo only has AC that you cannot set below 74 and one fan in the main area so the bedrooms get very stuffy at night. I hope for future travelers they install ceiling fans or something in the bedrooms since you really can’t open the windows due to humidity and heat outside. No view to speak of just looking at other condos. No golf course view. We were in 1901

Parking sucks. Most spots are reserved and there was not a designated spot for our unit so we had to frequently park further away. No shuttle and most things are over a mile away or more so have to drive or taxi.  

Additional notes  not good or bad just FYI - pool and bath towels and bedding were provided as was the daily coffee and newspaper on request. Plenty of dishes and and full kitchen. But no spices, condiments, etc. no day passes to the Hilton or other pools as other reviews had mentioned. No beach toys as other reviewers encountered. 

Not sure if we would return here. Kinda on the fence for us on that one","Date of stay: August 2019","Trip type: Traveled with family","ui_bubble_rating bubble_30"
"1665498853-66","https://www.tripadvisor.com/Hotel_Review-g60608-d268658-Reviews-Aston_Waikoloa_Colony_Villas-Waikoloa_Kohala_Coast_Island_of_Hawaii_Hawaii.html","Alexis F","Boulogne-Billancourt, France148 contributions84 helpful votes","Almost perfect... but not so clean","We really liked staying in this place for so many reasons :
- great location: close to the beach, shopping centre, food court... & don’t miss the sunset at the lava lava beach club !
- nice, quiet (when we were there) and clean pools 
- spacious villa 
- excellent customer service : we had an issue with the AC in our first villa. I called the office, 20 minutes later an engineer was here. Unfortunately he wasn’t able to fix it, 15 minutes later the office called me back offering to relocate us in a bigger villa and they offer us a discount 

However small things made I don’t go with 5 stars:
- cleaning : I am not the only complaining when I read the comments. The cleaning is really imperfect and must be improved : dirty towels, dirty floors (hairs, dust...). 
- equipment : understanding we are in a villa we can’t except to have everything but small thing like sponge, kitchen towel, salt & peppers... would be appreciated.
- don’t forget it’s not a villa dedicated to be rent, this is someone’s house so you can have some pictures of them in the bedside table... quite strange sometimes... 

Hopefully they will improve these points, if they do this place would be a real nice place to stay !","Date of stay: July 2019","Trip type: Traveled as a couple","ui_bubble_rating bubble_40"
"1665498853-67","https://www.tripadvisor.com/Hotel_Review-g60608-d268658-Reviews-Aston_Waikoloa_Colony_Villas-Waikoloa_Kohala_Coast_Island_of_Hawaii_Hawaii.html","Chautauquan","charlotte21 contributions11 helpful votes","Beautiful","This was a great area to visit.  Our condo had a pool pass to the Hilton complete with a lagoon for snorkeling. The condo was well equipped and spacious.  We frequent Hilton Head and it reminded us of a newer pacific version of HHI.","Date of stay: June 2019","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665498853-68","https://www.tripadvisor.com/Hotel_Review-g60608-d268658-Reviews-Aston_Waikoloa_Colony_Villas-Waikoloa_Kohala_Coast_Island_of_Hawaii_Hawaii.html","robert g","4 contributions3 helpful votes","Hawaiian trip 2021","Accommodations are wonderful. Full size 3 bedroom 2 story condominium close to beach and shopping. Full kitchen also. Here for a week and we love it. Beautiful views and about 30 minutes from Kona airport. Most leisure activities are within half an hour of location.","Date of stay: February 2022","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665498853-69","https://www.tripadvisor.com/Hotel_Review-g60608-d268658-Reviews-Aston_Waikoloa_Colony_Villas-Waikoloa_Kohala_Coast_Island_of_Hawaii_Hawaii.html","relouie","Tehachapi, California5 contributions10 helpful votes","Great looking place but poorly maintained and furnished","We just got back from a week in Waikoloa and wished the unit was better. We booked our trip through Costco, hoping it would be a well maintained unit. We stayed in a 3 bedroom, Unit 605, and figured renting the larger one would mean it was a nicer one as well. I even called the office at Aston a couple times before we got there, to make sure we would have a cleaner unit, with one of my grand kids beginning to crawl. We checked in later in the day and within an hour of my granddaughter crawling on the living room carpet, her knees and feet were black from the dirty carpet. Based on many other reviews, we thought that beach gear, chairs and other items would be available for our use, but there was nothing in the unit like that. We went to sweep the tile floors and there was no broom. We decided to use the vacuum that was in a closet but the tank had been removed, so we couldn't use that either. There are also no dish towels or sponges, so make sure you bring your own.The garage, several kitchen cabinets and some of the closets were locked so we had to access to those. It appears the owners and property management company take very little care of this unit and Costco will be made aware of this. I hate writing bad reviews but I also want to protect others in the future. As far as the complex goes, it is very clean and the pools are well maintained. We did have to pay a cleaning fee, which is pretty ironic.","Date of stay: May 2019","Trip type: Traveled with family","ui_bubble_rating bubble_20"
"1665498853-70","https://www.tripadvisor.com/Hotel_Review-g60608-d268658-Reviews-Aston_Waikoloa_Colony_Villas-Waikoloa_Kohala_Coast_Island_of_Hawaii_Hawaii.html","Maddie","4 contributions2 helpful votes","We have stayed before, but will never stay again.","We rented through Ashton Waikoloa Colony Villas last year and had a wonderful experience. Sadly, this year we had a different unit and a completely different experience. 
The kitchen was infested with cockroaches. We saw more than 10 in one day. They were crawling under the buttons for the oven, still alive. There was still coffee in the pot when we arrived. Spills on tables and dust in the fans. 
The furniture was worn and stained. Carpets felt dirty. White sheets had turned yellow. You could feel the springs inside the cheap mattress. Pillows and sheets were cheap.
I am not one to complain and spend many trips camping. This was unacceptable.","Date of stay: April 2018","Trip type: Traveled with friends","ui_bubble_rating bubble_20"
"1665498853-71","https://www.tripadvisor.com/Hotel_Review-g60608-d268658-Reviews-Aston_Waikoloa_Colony_Villas-Waikoloa_Kohala_Coast_Island_of_Hawaii_Hawaii.html","Kim","Castle Rock, Colorado6 contributions11 helpful votes","Be careful when renting - make sure you know what unit you are getting","We rented in the Aston Waikoloa Colony Villas through interval international's get away for spring break.  The pictures you see on interval's site for their rentals is not what we ended up with.  Let's first start with check in.  You check in off-site, which is really not a terrible thing, more of a hassle because it's in the Queen marketplace where parking is not adequate and your first time going it's a small challenge to find offices.  Secondly office staff is super friendly and helpful and I want people to know that through this ordeal the staff was great especially Emmie and Hailey.  Sorry for the spelling.  We first checked into unit 1001 and then 1401 and to be blunt we were very appalled that Interval would allow the use of these condos.  I'm not exxagerating when I say filthy stained carpets in both, heavily used, dinged up, dirty couches, tables, chairs and then hairs in shower stalls.  We spent the night in 1401 but asked again to be moved.  Please believe me that I wouldn't take off my flip flops and walk on either units carpetting in barefeet.  The next day Emmie helped us find  unit 1703, which just happens to be the unit you see on intervals site and it was beautiful.  So my suggestion is to make sure you know what unit you are getting and demand to see pictures.  Units 1401 and 1001 are not acceptable and I will be contacting interval to let them know about this situation.  Everything else about the property is stunning and again a big shout out to the office staff for helping us.","Date of stay: March 2019","Trip type: Traveled with family","ui_bubble_rating bubble_30"
"1665498853-72","https://www.tripadvisor.com/Hotel_Review-g60608-d268658-Reviews-Aston_Waikoloa_Colony_Villas-Waikoloa_Kohala_Coast_Island_of_Hawaii_Hawaii.html","DarkMarmot","Bellingham, Washington18 contributions1 helpful vote","Excellent value and location","I was surprised by the size of the villas.  Our family of 4 stayed in unit 403, which was very private and overlooked the 10th hole of the Waikoloa Beach golf course.  It was a clean, 2 story unit with 2 bedrooms and 2.5 baths, a stocked kitchen, and a large, open living area with an additional fold out couch.  There is a lanai off the master bedroom and a patio off the dining area with views of the golf course and blocked from other units.  In the garage was beach and pool toys as well as 2 boogie boards.  Other units in the complex are not as private, so note the location of the condo you rent.  The villas are located close to the Hilton and the Kings and Queens shops.  There is a garage attached to the unit and this unit also had a reserved parking space.  Walking to the beach, restaurants, and Buddha Point is easy from the condo.  It is a quiet, gated community with easy access to everything in the Waikoloa Beach area.","Date of stay: October 2018","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665498853-73","https://www.tripadvisor.com/Hotel_Review-g60608-d268658-Reviews-Aston_Waikoloa_Colony_Villas-Waikoloa_Kohala_Coast_Island_of_Hawaii_Hawaii.html","Gerald R","Oakland, California440 contributions71 helpful votes","HAWAII VACATION #7: LAST MINUTE ACCOMMODATION AT THE BIG ISLAND","Prior to this past May I've never been to Hawaii. Last February my family and I booked our trip to Hawaii to attend my nephew's high school graduation in May. We planned to stay for five days at the Big Island. We were going to stay at Royal Kona Resort through a family discount. However two weeks prior to my Hawaii trip we ended up not getting the reservation. Desperately at the eleventh hour on Friday before Cinco de Mayo my cousin's girlfriend booked this place. Even though we were about 45 minutes away from our original destination to stay we had no choice but to book the reservation at this place as everything else was booked.

Where you stay affects your itinerary. By staying here I had to change my itinerary. If things don't go as you plan you have to make the most of it. Even though I wasn't able to stay at Royal Kona Resort there were some benefits of staying here. First this place is about 2 minute drive away from Queens Market Place, which not only was the pickup destination for the Kohala Waterfall Tour but also there was grocery place Island Gourmet Markets and Starbucks that serves Kona Coffee, which you can't find at any Starbucks on the mainland. Second unlike the busy resorts full of tourists this place is separated from all the noise because you're staying at a condo. Third this condo is very safe as you don't have to worry about theft as this a gated facility. The house we stayed at was a two-story with 3 three bedrooms. In this facility there is a tennis court and swimming pool. During my 5-day stay here on the last week of May I had a relaxing, quiet time here. 

There are drawbacks staying here. First unlike the resorts that are situated next to a beach this condo isn't close to a beach that is walking distance. Second is this condo is more expensive than a resort. Third and the most important is you are responsible for cleanup through the usage of the kitchen and bathroom. By staying at a resort you don't have to worry about the cleanup. I'll be honest my rating had to do by not staying at a hotel and ended up by staying here at the last minute. 

This place isn't for everyone. If you're with family I believe a resort would be more beneficial. However if you plan to have a bachelor or bachelorette party this place would be more useful and convenient than staying at a resort. At the end it all depends on you where to stay.","Date of stay: May 2018","Trip type: Traveled with family","ui_bubble_rating bubble_30"
"1665498853-74","https://www.tripadvisor.com/Hotel_Review-g60608-d268658-Reviews-Aston_Waikoloa_Colony_Villas-Waikoloa_Kohala_Coast_Island_of_Hawaii_Hawaii.html","tarajog","Visakhapatnam, India370 contributions152 helpful votes","Great beach services","Great Beach services. It supplies all snorkeling gear, beach gear and chairs. It provides super market just out side the villa area called Queens market. Accommodation is very nice with scenic view, clean and neat. Tennis court and swimming pool facility is available. There is Beach next to it called Waikoloa.","Date of stay: July 2017","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665498853-75","https://www.tripadvisor.com/Hotel_Review-g60608-d268658-Reviews-Aston_Waikoloa_Colony_Villas-Waikoloa_Kohala_Coast_Island_of_Hawaii_Hawaii.html","Buttons560","Beaverton, OR122 contributions45 helpful votes","First time visit","We have stayed in several condos in the Waikoloa area but we thought we would stay somewhere new.  It was very nice.  Where we had to check in at the Queens shopping center was quite a ways from the actual condos.  The staff was very helpful and friendly, especially Emmie.  Every time we interacted with her, she was so willing to help us with anything we needed.  You had to go into Aston's office to get extra coffee, shampoo, soaps, detergent , etc..  which was kind of a pain.  The condo itself was very nice, parking was kind of an issue.  Not a lot of spaces for people that rent in the facility, I think it was more owner occupied.  The swimming pool area was very slippery and dangerous when wet.  I saw several little kids falling down and the edge of the pool was very sharp, saw a man cut  his foot. All in all it was a nice place to stay.","Date of stay: May 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_40"
"1665498853-76","https://www.tripadvisor.com/Hotel_Review-g60608-d268658-Reviews-Aston_Waikoloa_Colony_Villas-Waikoloa_Kohala_Coast_Island_of_Hawaii_Hawaii.html","snowseekerWA","washington104 contributions119 helpful votes","A great option considering space, cost, and location","We made our reservation through Air B and B and a group called Resortica.  This is the same property, but possibly different units than those available through Aston, but it's the same overall development/neighborhood/property.

Wiakoloa village is a great place to stay and this condo complex was perfect for the price, location, and amenities.  The unit itself is a well designed townhome with minimal shared walls, was spacious and very comfortable.  The bed arrangements were perfect for our family (two singles for the kids, a queen for grandma, and a king for mom and dad), the kitchen/dining area was well stocked and had more than ample space, and the living room with very tall ceilings had a great feel to it.  There was a HUGE grass/green space out the back sliding doors, which was perfect for the kids to let themselves out and play.  The appliances were new and efficient making it as easy as being home to get the dishes and laundry done.  The only thing I would change if I were building it myself would be to increase the outdoor patio space.  Also the owners/managers go out of their way to say you get a ""starter"" amount of laundry detergent/dish soap etc...  We were very pleasantly surprised to find enough supplies (garbage bags, soap/detergent, shampoo, etc...) to probably last a month.  Lastly, it was really great to have a nice collection of beach chairs, beach umbrella(s), boogie boards, tennis equipment, some sand toys, and towels galore.  All this stuff is really hard to travel with and we were very happy to have it in Hawaii waiting for us without having to spend a bunch of money to gear up on arrival.  They even had some basic cooking things like oils (vegetable and peanut), salt, pepper, balsamic, and a few other things.  The kitchen supplies, pots/pans, dishes, were better and more numerous than anything we have at home.

This particular unit was nice in that it was across the street from one of the pools.  The pool was also wonderful.  It was warm, but refreshing. It was really fun to swim under the stars without being too cold.  The hot tub was large and accommodating.  The grills around the pool made making a poolside lunch/dinner easy and fun.  My wife enjoyed the work out facilities and there are many paths and lots of space in the roadways for running/biking and kid play.

Having the pass to the Hilton was the icing on the cake.  While it's a bit of an outing/effort to navigate the resort because it's so big, it is a wonderful perk to have.  We had one day where it was too windy to be on the beach and we were able to retreat to the Hilton for more fun in the sun instead of feeling like we had to retire to the room or condo pool.  It's a very easy to walk there from the rental, however, with two younger kids and LOTS of pool and sand toys it was only practical to drive.  The kids (ages 3 and 6) did scooter with me to the Hilton while my wife drove and we met up in the parking lot to gear up.  It's also easy and fun to head over to the Hilton for their luau and its nice to have free parking for the event, too.

In the end I would highly suggest the Wiakoloa Village Resortica as an excellent location and we really enjoyed this rental as an outstanding place for your Hawaiian adventures.","Date of stay: April 2018","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665498853-77","https://www.tripadvisor.com/Hotel_Review-g60608-d268658-Reviews-Aston_Waikoloa_Colony_Villas-Waikoloa_Kohala_Coast_Island_of_Hawaii_Hawaii.html","loveDCA","Washington DC, District of Columbia1197 contributions220 helpful votes","Beautiful location for our AirBnB","Our AirBnB was part of the Colony Villas in Waikoloa and was perfect for an adult family of four. Our unit was a two story townhome with two bedrooms and 2.5 bathrooms. The community is quiet and well-maintained with one outdoor dedicated parking spot and a garage. The fitness center and pool aren’t open 24 hrs but they are both well-maintained. In terms of location, it’s an easy walk to the historical lava falls that are inscribed by early indigenous Hawaiians and the nearby resorts.","Date of stay: March 2018","Trip type: Traveled with family","ui_bubble_rating bubble_40"
"1665498853-78","https://www.tripadvisor.com/Hotel_Review-g60608-d268658-Reviews-Aston_Waikoloa_Colony_Villas-Waikoloa_Kohala_Coast_Island_of_Hawaii_Hawaii.html","ildiInPDX","Portland, Oregon84 contributions76 helpful votes","Great property in Kohala","We booked the townhouse rental through HomeAway and the property was managed by Kona Coast Vacations. Rental was great, well equipped and clean, very comfortable and relaxing. Kona Vacations was great as well, they followed up before the trip a few times and then checked in during the trip as well. Great service from them but the service from the property itself was pretty average. Luckily, we didn't need to worry about that! The hot tub was closed due to a leak but fixed the following day. We'll definitely be back.","Date of stay: February 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665498853-79","https://www.tripadvisor.com/Hotel_Review-g60608-d268658-Reviews-Aston_Waikoloa_Colony_Villas-Waikoloa_Kohala_Coast_Island_of_Hawaii_Hawaii.html","serenac6001","British Columbia, Canada5 contributions2 helpful votes","Group holiday","We stayed Feb 3-17th 2018. Beautiful quiet resort. There were 8 of us.We booked 2, 2 bedroom condos and requested close together. At check in we were put as far apart as possible, but asking asking they made changed to get us closer. Our one friends condo was comfy and wonderful, ours not so much. We stayed in 1901. You could tell it was 
 a rental and no worry for it. The dishwasher has a screw holding the water line in place...so cleans terribly. The handle of the scissors was broken off, no tea towels or dish rags ( after the cleaner came she took them and we never got them back. and there was only one of each.) No broom, so we kindly asked the cleaner to help get us one which she did. The couches were terribly uncomfortable and broken and the table and chairs in kitchen...well so rickety..3 times friends fell on the floor once hitting there head on the island because the floor was so slippery and the chairs so bad!! Our tv's were soooo old...in fact one upstairs was a VCR combo that was quite small.  The fact we got 3 channels didnt help. Now....to me I just think that there needs to be checks done all on rentals before the people show up to rent to make sure things are up to par. We paid alot of money...same as our friends and did not receive nearly the same quality.
That being said, we never had an issues getting a space at the pool...was very clean and beautiful,,loved the hottub as the weather wasnt always the greatest. There is no beach in walking distance...you must drive. The area its self is wonderful...but not cheap at all to shop for groceries there! A loaf of bread is $8.99 US! Amazing Thai restaurant and best Maui ribs in food court ever!. 
Over all we had a great times, how could we not ...we are in Hawaii beating the snow! However, our place was such a dissapointment for what we paid. I wish we requested photos of the condo we were paying for first. If you get a place as our friends did its awesome!","Date of stay: February 2018","Trip type: Traveled with friends","ui_bubble_rating bubble_40"
