web-scraper-order,web-scraper-start-url,name,origin,topic,review,stay,triptype,rate
"1665326404-402","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Jeff H","8 contributions4 helpful votes","Fantastic hotel! Top notch service!","My wife and I stayed at the Halekulani Hotel during the holiday break and we both really enjoyed our time there. The hotel is beautiful and it's located on the famous Waikiki beach. Despite the hustle and bustle of the area, the Halekulani Hotel has managed to keep the hotel private and secluded; so, it's like a little piece of heaven in a very busy area.

What stands out most about the hotel is the service. My wife and I have stayed at a lot of great hotels throughout the years, and the Halekulani Hotel is probably the best for service. The Four Seasons is right up there too, but the Halekulani is just really good at making you feel welcome at every ""touch"" point. Where other hotels would miss the mark somewhere (front desk, bell desk, restaurant, etc.), Halekulani was amazing in every area. 

My wife and I were ""wowed"" by the Halekulani Hotel and my wife is really nit picky so this is a great compliment to the hotel.

We look forward to coming back!","Date of stay: December 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-403","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","amanda m","New York City, New York62 contributions117 helpful votes","Impeccable service","We stayed at the Haleakulani as a stopover from New Zealand to New York. We arrived after a tiring overnight trip and had requested an early check in because we were exhausted.
Much to our delight, we got right into our well appointed ocean front room to rest. Water was then dropped off. Donna checked us in and was so welcoming and brought us to our room.

After resting, we had a delicious lunch at Room without a Key. Yes, the pool is crowded and there is not much of a beach  but I think that is expected in Waikiki. We lounged by the pool and visited the friendly gift shop. 

The concierges were very helpful and made reservations for us at a delicious dinner.

The turn down service was gorgeous with a beautiful quote snd L’occitane hand cream. 

The whole staff we encountered was friendly and professional. It was just what we needed after coming from New Zealand at the Delamore lodge which had the worst service ( more on that later).

It was restful and rejuvenating.","Date of stay: January 2019","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665326404-404","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Brian S","Dothan, Alabama140 contributions66 helpful votes","Beautiful beach front hotel with excellent staff and restaurants","Wife and I stayed here on a week-long business trip.  This place is very well done.  The hotel and the grounds are super nice and very well maintained.  The staff is overly attentive, with some of the best concierges I have ever encountered.  The on-site restaurants are plentiful with all options.  There's casual dining all the way to very fine dining.  The Lewar's Lounge is an excellent bar with a warm atmosphere and knowledgeable bartender. 

My only ""but"" on this place is the beach.  Yes, it is beachfront, BUT the beach frontage is very small.  If you are looking to get a lounge chair by the water's edge, this place may not suit you.  Otherwise, this place is awesome.","Date of stay: November 2018","Trip type: Traveled on business","ui_bubble_rating bubble_50"
"1665326404-405","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Stonecliff","Vancouver, Canada69 contributions38 helpful votes","It Doesn’t Get Better Than This","We have spent 3 vacations at the Halekulani, most recently in December 2018....This is our favorite hotel ever and we have travelled to Europe, Asia, Africa, and North America...the setting is ideal, a quiet oasis from the hustle and bustle of Waikiki but close enough to enjoy when that is what you want....three fabulous restaurants, with live entertainment every night. Most of the staff have been there for over 20 years....one gal who served us lunch was a 20-year employee and she said she was one of the most junior staff!  It shows, the service is top-notch. Each room has a lanai with chaise lounge and table for two to enjoy breakfast while enjoying the beauty of the aqua ocean and whitecaps, along with many surfers... If you want a stress-free, premier experience, try the Halekulani...","Date of stay: December 2018","null","ui_bubble_rating bubble_50"
"1665326404-406","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Sonia L","Los Angeles, California83 contributions102 helpful votes","Hawaiian Heaven on Earth","My review is simple and to the point:  My stay at the Halekulani was perhaps the most wonderful hotel experience I've ever had.  I changed from another hotel (which was sub-par), received an upgrade through American Express and was truly in heaven during my stay.  Yes, the rates are on the high side, but if you can splurge, stay here.  It will be a memorable experience.  (I even bought their pillow in the gift shop.  I sleep like a baby on the Halekulani pillow.)","Date of stay: December 2018","Trip type: Traveled solo","ui_bubble_rating bubble_50"
"1665326404-407","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","RickyB","Manukau, New Zealand10 contributions3 helpful votes","Beautiful, serene and spacious -staff are amazing","We (couple with 2 kids -8 and 19 month old) stayed at the Diamond Head Suite just above the beach, you could hear the gentle waves and the views were spectacular. Our suite was very spacious and modern with all comforts you could have on a holiday. The restaurants at the hotel are top notch and the room service and staff so very helpful - nothing was too much trouble for them. Highly recommend if you’re looking for a luxurious hotel right in the middle of Waikiki so you’re based close to malls and activities.","Date of stay: December 2018","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665326404-408","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Gillian M","Canberra, Australia44 contributions49 helpful votes","For a restful stay on Waikiki you will love the Halekulani","I've stayed at the Halekulani on two occasions. The rooms are spacious and well appointed. Facing the ocean one can't ask for more. The staff are helpful but not effusive or intrusive. Breakfast is not included but you will want to try the buffet style offering. The hotel is centrally located close to restaurants and shopping streets.","Date of stay: November 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-409","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Krishna Sreenivasan","New York City, New York204 contributions85 helpful votes","Gorgeous Scenery","The Halekulani hotel, specifically the view from our room's terrace, was up there with the most stunning sights I have ever seen. The palm trees, sun, pool, garden, all coupled with the beach and the clearest, most turquoise water I have ever laid my eyes on in the back, made for such a beautiful view that I contemplated doing nothing but sitting on the terrace and looking out. There is also live music next to the pool, so the level of relaxation is unmatched. The hotel was simply exquisite, with great service, and close proximity to many things, specifically the beach right next to the pool, and a turtle snorkeling adventure that is only a few feet away (ask the concierge for more details).","Date of stay: November 2018","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665326404-410","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Banters","MD41 contributions91 helpful votes","This hotel is decidedly average","Our expectations may have been set too high based on the reviews for this hotel and our past visits to House without a Key. We had wanted to try it for a while to see what all the fuss was about, as we typically stay in another hotel along Waikiki Beach which runs roughly half the cost of Halekulani.

Rooms:     The rooms are clean with decent storage and on the smaller side, but the beds/linens are not luxury at all as expected; they are of pretty poor quality for this price point. The bathrooms have a single, very crowded sink, tiny shower stall, large useless tub, and a large carpet/rug that is probably not cleaned very effectively between guests.

Service:     Service at the pool was usually miss over hit. The pool desk wasn't manned for some time. After waiting around for a while, we just got our own towels and immediately were swarmed by someone out of nowhere demanding our name and room number. Getting drinks and/or food was a bit of a chasedown both for ordering and getting the bill. The hosts/hostesses at House without a Key were friendly and warm at breakfast each day. On our last evening we inquired about a late checkout availability the next day as a perk of our package and we were asked by the front desk person if we were staying there? She then tried to give us a price list for the hotel for some reason...then we asked about the use of the hospitality suite and she said we can only use if we are staying here. Our mistake I guess for asking another question after the first debacle but there was no one else working the desk to talk to, so we finally just left the front desk shaking our heads and wondering if it was a language barrier problem. We returned the morning of checkout to a larger, more helpful staff to get our questions answered.

Grounds:     The grounds are beautiful and well-maintained. There is no beach and no walkway (it was closed, not sure if permanent) so you must walk through the Sheraton property to access the beach. The hospitality suite was nice.

We could hear striking workers from the nearby Marriott properties every day. The best thing we can say about Halekulani was that thankfully we weren't staying at one of the striking properties.

Bottom line: High cost but little to show for it. We won't be returning to stay, but may return for a meal here and there. 2.75 stars.","Date of stay: October 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_30"
"1665326404-411","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Michael W","Woodbury, New York38 contributions28 helpful votes","A real good low key place","We liked this hotel.  We were originally going to stay at the Mona Surf Rider but because there was strike there (the place is just two hotels down the block and we heard the strikers making noise at our hotel !!) we changed to this place a week and a half before. I am glad that they had a partial ocean view room and that we switched.  This is a very good, nice low key hotel.  Very little not to like other than the tiny beach with no chairs.  if we were staying for a while, that might have been a problem but we were only there for a few days to see Pearl Harbor and Diamond Head before we went to Maui.  Our room was very nice, good size and clean.  We liked the breakfast buffet, it was real good, much better than most.  We also liked the pool.  Believe it or not the weather wasn't great so we were only at the pool for half a day but we were comfortable there.  Not an exciting pool but low key and quiet.  Also a very good location. I should mention Orchid the restaurant has a great dinner if you want to stay there. Lobby was nice and just an overall good place to stay.","Date of stay: November 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-412","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","BkAdrian87","Marenisco, Michigan366 contributions78 helpful votes","My friends wedding","I’ve been to a lot of weddings out here in Hawaii and I want to tell you this place knocked the wedding out of the park. It was the best wedding I’ve been to that everything ran so smooth and very professional. The wait staff was great with great service all night. They all had smilies on there faces and treated you like a friend and not just a customer. They had two very large buffet lines with great food and the process they had in place so the lines moved quick was awesome. If your thinking about a wedding out here I suggest to give this place a call. You helped our friends with a life long memory.
Thanks","Date of stay: November 2018","Trip type: Traveled with friends","ui_bubble_rating bubble_50"
"1665326404-413","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","RIDentist","Providence102 contributions72 helpful votes","Everything You Want","The hotel is within walking distance to Waikiki Beach, the Hawaii Convention Center, and great shopping. There are three superb restaurants on the premises and despite the hotel being filling booked, there were always poolside chairs available. The staff was attentive and the rooms well appointed. The only downside is for beach lovers, the beachfront is very small and at high tide, there is very limited real estate and the ocean is not visible when sitting poolside. The sunsets from the room balcony were spectacular, however.","Date of stay: November 2018","Trip type: Traveled on business","ui_bubble_rating bubble_50"
"1665326404-414","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","LahainaDebbie","lahaina15 contributions6 helpful votes","Wonderful","We loved our stay here. The hotel was beautiful, the grounds lovely and the staff was terrific. We loved the little touches like the stuffed animals left in our room to bring back to our kids. The view was incredible.","Date of stay: November 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-415","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Mark N","United Kingdom106 contributions43 helpful votes","A class act!","As travellers from the UK, we decided to pop across to Hawaii for some R & R after a 3 week driving trip round California. In the middle of a concrete jungle it may be but this hotel is a gem. It has a real soul which is clearly embedded into all the great people working there. It has real class without being pretentious. We were upgraded to an  ocean front room on arrival. Upon checking our passports, the receptionist immediately noticed it had been my wife's birthday the day before. Within hours a complimentary bottle of champagne was delivered to our room. The in house restaurants were all highly rated on Tripadvisor and they all deserved such recognition. If you get an invitation to the weekly Manager's Cocktail Party, don't miss it. The canapés were high quality. The pool area by the beach is very relaxing and well serviced with regular complimentary nibbles brought round to all the guests. These small touches just added to the 5 day stay. A very special hotel in our opinion.","Date of stay: November 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-416","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","CMN","New York City, New York5 contributions11 helpful votes","Spectacular!","We only stayed at the Halekulani because the resort we originally booked was on strike. For a slightly higher price per night, we decided to move to Halekulani at the last minute. Best decision ever!  From the moment we got out of the car, we were welcomed by a hostess who escorted us to reception. We were greeted by name at reception and with Happy Anniversary wishes. Check in was a breeze and we were given a personal tour of the property by Wayne who then escorted us to our room where he showed us around and pointed out all the incredible amenities and details to make our stay as comfortable as possible. The rooms are so well thought out. It was exactly what we expected from a premium hotel in Hawaii and what we hoped the resort we stayed at earlier in the trip would be. 

Everything was great from the pool, pool service, coffee, decor, housekeeping, ice and bottled water in our room, and more. Just lovely and we cannot wait to return.  

The only down side is that there is not a beach set up here. We were excited to chill at the famous Waikiki Beach but were disappointed to find out the property doesn’t have a beach area with chairs and umbrellas for relaxing all day long. Luckily they do have an area to get in the ocean but if you want to lounge on a chair, that’s done at the pool which is a super brief walk through a gate. 

Thanks Halekulani for making our trip to Oahu extra special. We can’t stop telling our friends about it!","Date of stay: November 2018","Trip type: Traveled with friends","ui_bubble_rating bubble_50"
"1665326404-417","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","reidkh444","Honolulu, Hawaii59 contributions60 helpful votes","Beautiful and peaceful hotel and the entrance of Waikiki","The Halekulani translates to ""House Befitting Heaven"" and not to hit the hammer on the head but if you could imagine paradise as Hawaii then the Halekulani is the perfect embodiment of an otherworldly tranquility.

Paying homage to old Hawaii in both style and preservation of culture, the Halekulani helps share the Hawaiian culture in their ambrosial meals at 5-star restaurants such as House Without a Key and others, spa treatments, and various amenities found throughout. The Aloha spirit lives on in their staff and facility!

THE KEY CARD
Not only does this (almost) magical key card grant access to your room, pool, to and from the beach, it also grants access to many other things outside of the hotel. Halekulani has created a ""For You, Everything"" program for guests which essentially means complimentary admission to other attractions such as the historical Iolani Palace and Bishop Museum to name a couple.

FOOD
For lunch, we visited House Without a Key and tasted their glorious Key Lime Pie.

**Try their secret, Calabash Curry dish!!

It's a great twist to spam and curry! Yes, you heard that right, spam. We love that the chefs at Halekulani create signature dishes! It sounds odd, but it all mixed well together. 

Their Calabash Curry is a limited item on the menu at House Without a Key. Once it's off the regular menu, it'll be put on the secret menu. It can still be ordered once, just for those who know about the dish!","Date of stay: September 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-418","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","ellaakl","5 contributions4 helpful votes","Good and bad experience","Overall the hotel was nice and handy. Good location. It had nice pool, good restaurants. The staff were nice and helpful. 

However we had a very bad experience with the concierge staff. We traveled with an electrical wheelchair. One of the staff ( her name was Rena I believe) at concierge booked a boat trip with Star of Honolulu. We were told it would be a bus pick up at a place called Landing which was about 10min walking from the hotel. The boat would leave at 5:30 pm and come back at 7:30pm. On the day of trip, I told the gentleman working at the concierge that we rented a mobility van but we were not sure about the parking. Bus pick up would not suitable for us neither ( it proved my thoughts after the event when we saw a long long queue by the bus). I asked him to call a mobility van for us. He was very impatient when I asked how long would it take for the van to come.  He simply answered "" 2 to 3 minutes"". We waited at the front more than 15 minutes (it was 5:15pm) when another man came to offer help. I told him we were waiting for a mobility van. He went to check with the concierge guy and came back saying the guy didn't call a mobility van for us. He said we could either reschedule or cancel it. I told him that we didn't have time to reschedule it. We would drive our van there. He said he would call the boat to wait. I was very angry and went back to the concierge guy while we were waiting for our van brought out from the car park. I said his behavior was not acceptable and would talk to his supervisor. A guy came out from the back and claimed he was the supervisor and asked what happened. I said I didn't have time to talk to him then and would like to talk to him later. There was nobody called me by the time we left the hotel and never heard anything so far... Luckily we made to the boat which was waiting for us.","Date of stay: October 2018","Trip type: Traveled with friends","ui_bubble_rating bubble_40"
"1665326404-419","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Amanda K","Sydney, Australia80 contributions78 helpful votes","An oasis","The Halekulani is a tropical, cool oasis right in the bustle of Waikiki. The staff and service provided are fantastic - everyone is really helpful and friendly. Ocean view rooms on the 12 floor had fantastic views of the beach and Diamond Head. Offering trays of snacks around the pool was a welcoming touch. A disappointment was that both restaurants now only offer buffet breakfast (apart from option to order from 4 items at Room without a Key). The a la carte breakfast at Orchids was a highlight last time we stayed, but I found the buffet option disappointing. Birds were also everywhere as people left their tables with food on them. I would prefer an option where one of the restaurants offered a la carte. Shade for the pool loungers remains a problem with insufficient umbrellas. Its a beautiful hotel and I would stay again.","Date of stay: October 2018","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665326404-420","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Lee C","56 contributions12 helpful votes","Afternoon tea at Orchids","We wanted to take part in the long tradition of afternoon tea in Hawaii. The tea service at the Halekulani certainly did not disappoint! The tea was delicious and the service was wonderful. The scenery cannot be beat - its so peaceful and serene.","Date of stay: October 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-421","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","alg1234","Carmel, Indiana11 contributions10 helpful votes","Very nice","Overall this hotel is very nice. Very well maintained and the staff is very helpful. We had a deluxe ocean front room. It was very clean, but I think the bathroom was really small. My biggest complaint about the room is that the beds are rock hard. It is like sleeping on the floor. I also did not like that there wasn't a coffee maker in the room. They do offer complimentary coffee in the lobby, which was very nice.","Date of stay: October 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_40"
"1665326404-422","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Bruce K","Sydney, Australia30 contributions6 helpful votes","Great Hotel","This is a great hotel. From the time you arrive you are treated so warmly that it sets the scene for your stay. The hotel is in a great position and the pool and gardens are  beautiful. The rooms are very comfortable with a relaxing serene decor. The restaurants and bars are good. The staff are very friendly and helpful. The position of the hotel overlooking the sea and being able to watch the sunsets is awesome.","Date of stay: October 2018","Trip type: Traveled solo","ui_bubble_rating bubble_50"
"1665326404-423","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Tim H","Hobe Sound, Florida391 contributions115 helpful votes","Fine Service Excellent Food and Beverage","One of the finest brunches in the world. Elegant, Casual seaside setting. Indoor Outdoor dining. Multiple buffet areas of seafoods, meats, fowl, salads, with piano music and excellent service even for parties of 20 or more. A high light of our trip to Waikiki. Wonderful  point oceanside with Kodak moment photo of Diamond Head.","Date of stay: May 2018","null","ui_bubble_rating bubble_50"
"1665326404-424","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","mangochunks","New York City, New York2 contributions15 helpful votes","Fine for a regular hotel, but not five star","This hotel was not bad but I’m surprised that it’s a five star hotel consistently ranked among the best in Hawaii.  While I had a good time at the Halekulani, the level of service and attention to detail did not come close to watch I experienced at Four Seasons (Maui) and St. Regis (Kauai) from the moment we arrived.  When our Uber dropped us off at the hotel around 1pm, the bellhop/porter just grabbed our luggage without a smile or greeting and gave them to the next person who was to take them up to our room.  We were expecting him to introduce us to the next person who would take us to the concierge; however, he just walked away and no one approached us, so we hunted around to locate the concierge ourselves.  Similarly, one of the pool guys displayed a similar attitude – when we asked him for beach towels, he did not crack a smile and gave us a look like, what do you want.  These two employees made us feel like were imposing on them by asking them to do their jobs – this is not something you should feel from any service professional, but it’s something I’m willing to overlook at a cheaper hotel.  For a five star hotel, this inconsistency in service is unacceptable.  

The pool itself is nothing to write home about in my opinion.  Super crowded, tons of kids, not that big (wouldn't necessarily blame the hotel for any of the above; I realize you're working with limited space in Waikiki and kids are kids).  Umbrella seats are limited.  Guests will throw down towels and personal items and then walk away for hours and the pool staff doesn’t do anything about this; at the Four Seasons, you have a 1-1.5 hour grace period before the pool staff will remove your belongings for the next guest to use, but at the Halekulani it seems you can leave your stuff all day without anyone saying anything.  In fact, one umbrella simply had folded towels on the chairs and when we inquired about that seat, we were told that it was reserved for guests in the executive suite.  Well, we hung out by the pool all day and four hours later, these guests still hadn’t shown up.  At the Four Seasons, guests can pay more to reserve a cabana, but seats aren’t just given away because of your suite status.  This seems fairer to me.  Also, I don’t think this would have bugged me as much if these people actually showed up.  

The room was pretty good.  We had a partial ocean view room and the view was pretty incredible.  The bed was comfy and the tub, relaxing.  The rooms feel light and airy; I appreciate the white aesthetic vs brown wood paneling and dark colors other hotels often use.  The little gifts they give you each night during turn down service were cute and fun.  The maids leave the gifts on your doorknob if the privacy sign is activated; however, turn down service times were inconsistent and often times our room did not get serviced.  

The majority of the people who helped us during our stay were lovely.  Pool guys Tom and John, Nicole at the concierge desk, Alfredo and Bree from the pool waitstaff, Josh at House without a Key, and Charlie from room service, to name a few, really stood out to us.  These people were super friendly and helpful and really seemed to care that the guests have a good experience.  There were many others whose names I forgot such as the bellhop who brought our luggage to our room and all the bellhops who helped us on our way out (it’s too bad they weren’t working when we checked in).  Also, House Without a Key is a great restaurant.  Breathtaking views of the sunset, great food, incredible desserts.  We ate here almost every night and truly enjoyed ourselves.  Sunday brunch at Orchids was lit, as the kids say, and the buffet each morning at both Orchids and House without a Key was pretty great as well.  We definitely were not hurting for food options during this trip.

The last thing that irked me is not an issue specific to Halekulani but one that most five star resorts should work on IMO:  They kept calling me by my boyfriend’s last name.  Mrs _____.  Clearly the staff are advised to call us Mr. & Mrs., so I don’t fault them for this mistake, but I think this should stop.  I realize it’s an attempt at formality in a five star resort, but that’s ruined when you don’t get my name right.  I'd rather be called ma'am or Miss than by the wrong last name.  It’s a little silly to assume that all couples are married and that all women take their husband’s last name.  Even weirder because when we checked in, I was asked to provide ID, so my name was in the system.  This isn’t a big issue in the grand scheme of things, but after being called someone else’s name for a week, you feel ready to return home to your real identity again, lol.

Overall, I had a great trip and Hawaii as a whole was beautiful.  Again, the majority of these ""issues"" would be non-issues in a regular hotel, but I think are worth addressing when extra money is paid for luxury and service in a five star hotel.  We feel very fortunate to have taken such a lovely trip but I do think the the bar needs to be raised for this place.","Date of stay: October 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_30"
"1665326404-425","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Neil F","Sydney163 contributions87 helpful votes","Simply beautiful with world’s best service","We stayed here many years ago and were a little hesitant but should not have worried. From
Executive Assistant manager Mark Waller to the room service team this hotel has the friendliest most professional service anywhere. The restaurants are excellent and the roooms offer unbeatable views. Our favourite in The USA.","Date of stay: October 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-426","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","MJM80","Queensbury, New York2 contributions8 helpful votes","Employees","When a guest arrives at the airport, the limo driver courteously takes one to collect all baggage and leads the guest to the limo.  During the trip from the airport to the hotel, the driver explains the various buildings, businesses, etc.  The ride is very smooth and driven with utmost care of the passengers.  

Upon arriving at the Halekulani, the guest is cared for by a host of employees - each one has a specific duty such as help the guest out of the limo,, remove luggage, confirm room accommodation, and guide the guest to check in.  The guide waits and then shows the guest to its room.  

At the room, the suitcases are properly placed and then the guest is shown every aspect of the room, including the phone and how to use the safe.  After the Bellman leaves, one gets a feeling of home and that no question is too small.  The Manager of Guest Experiences is always ready to help.

I, personally, have stayed at the Halekulani since 1954!!","Date of stay: November 2017","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665326404-427","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","teginton","Sydney, Australia15 contributions4 helpful votes","Home away from home in the tropics","The best hotel in Hawaii by a long stretch.
Great food and service and the famous orchid swimming pool. A haven in downtown Waikiki, just steps from the hustle and bustle of the city, but a peaceful, quiet and luxurious tropical resort. The best of everything.
My only criticism after having stayed at my home away from home for over forty years is that the water in the pool could be cooler.","Date of stay: November 2017","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-428","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","JGould4","Vancouver, Canada87 contributions7 helpful votes","Wonderful Hotel with Great Service","We stayed here for 2 nights following an extended sailing vacation in French Polynesia and were seeking relaxation and comfort. The hotel provided us with what we were seeking. Room was excellent on all levels and had a very nice partial view of the ocean. Comfy bed, great air conditioning. Pool was also very nice and on the ocean. Poolside service was above average. The costs here were on the high end but well worth it. This hotel is also child friendly but there was no crazy horseplay in the pool which we also appreciated. There are lots of restaurants and lovely shops within short walking distance and the area was clean and safe. 

We will definitely be back!","Date of stay: September 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-429","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","BucknellWMBU","Philadelphia, Pennsylvania96 contributions38 helpful votes","Anniversary Perfection","This Waikiki boutique hotel sets the gold standard for your intimate vacation trip.  There is not one detail overlooked and they treat you like royalty from morning to night.  Their meals are exquisite, their entertainment delightful, their property is unmatched.  If you really want to experience personal service, select this travel opportunity; it is worth every penny.","Date of stay: September 2018","null","ui_bubble_rating bubble_50"
"1665326404-430","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Veronika8000","West Hollywood, California82 contributions138 helpful votes","Exceptional service even during the recent hurricane danger","We arrived to halekulani on August 22nd, taking a last available HA flight from Lanai to Honolulu before they closed down Lanai's airport. 
Mr. Michael Okamoto, the reservation manager emailed us earlier to warn about the upcoming hurricane. There were no earlier return flights available to go back to LA (in fact, there were no tickets available for any direct flights to anywhere in the USA because  of the hurricane danger). We ended up staying at Halekulani waiting for our original flight for two nights, as initially planned. It was a great stay under such uneasy circumstances.

We didn't know what to expect and were in a bit of a panic upon our arrival to halekulani. Everyone at the front desk was calm, polite and extremely helpful. It immediately put as at ease. The check in into our suite was very smooth. We stayed at the 1 bedroom suite on the 7th floor, facing the diamond head. The ocean was literally under our balcony! There was a handwritten welcoming note from the hotel manager and some yummy snacks for us and milk with cooking for my daughter. The suite was meticulously clean, very bright and spacious. 

The following day there was a hurricane preparation at the hotel (moving the balcony furniture indoors, securing doors and windows with cardboard and sand bags). The restaurant was moved to the higher floor. I was impressed with how smooth the hotel staff worked together as a team. The laundry, room service, restaurants, concierge- everything worked with no interruption. 

There were sirens on our second night and an advisory not to leave the hotel room after 5 pm.  The hotel representative came to our room in person to make sure we were in the house and comfortable. There was also a large screen installed in the lobby with the updates on the hurricane status, in addition to the multiple notes sent to the rooms from the manager. We all felt comfortable and most of all safe.

In the morning of our planned departure, Mr. Okamoto called us to make sure our flight wasn't cancelled and we will be departing as planned. Mr. Mark from the front desk walked us to our car and gave my daughter a lovely toy. It made her day! Thank you Halekulani for taking such a great care of your guests. Till next time!","Date of stay: August 2018","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665326404-431","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Hawaiitraveler2015","Island of Hawaii, Hawaii21 contributions9 helpful votes","Wonderful dinner at the Orchid Restaurant","General Manager Keith Malini, Chef and staff provided fine & friendly service with a romanitic ocean and Diamond Head view.  This is one of the most romantic place to have dinner.  The beverages and the food was excellent!","Date of stay: July 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
