web-scraper-order,web-scraper-start-url,name,origin,topic,review,stay,triptype,rate
"1665423503-539","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","WenMM","Wagga Wagga, Australia231 contributions16 helpful votes","Exceptional in every way!","We visited Honolulu in February 2018 & stayed at the amazing Trump Hotel. 
We had booked a Deluxe Suite, 2 bedrooms, Ocean View but on arrival we were so pleasantly surprised to be upgraded to a 2 Bedroom Suite, Prime Ocean View with Den. 
Our suite wasn't ready when we arrived so we were given a single room to relax in whilst we waited, which was great. 
Our room was on the 32nd floor, the main bedroom very spacious with large walk-in robe & large all marble bathroom, double vanity, large bath & separate shower. The 2nd bedroom also quite spacious with an all marble bathroom, shower & single vanity, this room had a small balcony with side table & chairs. The den area had a pull-out sofa-lounge which was made up to a double bed for our little 2 year old, there was a 3rd smaller bathroom with a shower over bath, single vanity (all 3 bathrooms had own toilets), amenities Natura Bisse, which was lovely . Each Bed area plus the lounge room had a Television, 4 in total. 
In suite washing machine/dryer with washing powder replenished daily. 
Spacious Kitchen/dining/lounge area with a balcony housing an outdoor table & 4 chairs. Full kitchen with all appliances required & coffee/teas/bottled water replenished daily. 
View from both balconies spectacular, overlooking Waikiki Beach which is a short 2 minute walk away. Trump Hotel is located right in the city which is convenient for shopping & restaurants, so we walked everywhere as it was so easy.
The Pool area is quite small but when we were there it was hardly ever crowded, an infinity lap pool with a small hot tub on the side, excellent poolside service.
Excellent service from all the staff we met, so very courteous, friendly & helpful.
We went to Happy Hour in the Wai'olu Ocean View Lounge most evenings & Troy was our main man who was there most nights, he was always happy & friendly & his service to us was excellent. The lounge area is a quiet & relaxing atmosphere.
The food at Trump is simply amazing, we voted their Chicken wings as the best we have ever tasted & their Mai Tai is voted Best in the World & we totally agree.
The service from all staff was excellent, our rooms were beautifully cleaned daily & if we could rate this Hotel better we would.
We would love to come back & stay here in the future.","Date of stay: February 2018","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-540","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","MikeD1962","London, United Kingdom24 contributions7 helpful votes","Delightful staff","Stayed at Trump for three nights whilst passing through Hawaii. Although a big hotel it didn’t feel like it. Pluses: good sized room with ocean view, lovely pool area (albeit quite small), excellent sushi/steak restaurant and top spa. Best of all were the staff who were unfailingly delightful. They also have desk on the beach for sun beds, umbrellas etc. Minuses: bathroom a bit tired except for the uber modern ‘no hands’ loo!!","Date of stay: February 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-541","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","HMRNJ","Summit, New Jersey6 contributions18 helpful votes","AWESOME hotel and staff","My husband and I travel twice a year to Hawaii.  We always make it a point to spend time at the Trump International in Waikiki.  We just love this hotel!  The accommodations, restaurants, and spa are all great!  The staff is tremendous!  Each stay is the same -- AWESOME!","Date of stay: February 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-542","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","kihanp2018","Buena Park, California1 contribution","Staying awesome spot","All staffs are very friendly and kind and facility is all clean. 
My wife was sick and they allowed us late checkout without more fee. 
Close to the beach, easy to use bus and Uber, Lyft. When you go to the beach ask them to give you beach pack.
Enjoy staying..:)","Date of stay: February 2018","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-543","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Joanne C","New Albany, Ohio27 contributions59 helpful votes","Wonderful experience","This is a great hotel.  Each room Is individually owned.  It is extremely attractive, clean, comfortable and spacious. Our suite came with a full kitchen plus a washer and dryer.  We could not have asked for more.  Every member of the staff we interacted with was very friendly and helpful.  There are lots of nice amenities such as a beach bag with water, fruit and towels for a day at the beach.  We also had a great meal in the restaurant.  We wouldn’t hesitate to return.","Date of stay: January 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-544","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","PM09","Melbourne, Australia26 contributions48 helpful votes","Great stay at Trump","We had an ocean view room with a kitchenette on level 22. We stayed for 10 nights early January. Our stay was fantastic, there was nothing we could really fault about the Trump Hotel. 

Check in staff, room, view, restaurant, concierge, was great and staff were friendly. The beach bag available from concierge, incl cold water and fruit plus towels was a great touch. Having the kitchenette was so handy for us, and the supermarket is only 10 mins away in an Uber.

It's only a 5 min walk to the beach, so the hotel is in a great spot. It's also not far from the weekly Friday night fireworks which we could see from our room.

We would certainly stay again.","Date of stay: January 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-545","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","neilhL8702MI","Oahu, Hawaii20 contributions4 helpful votes","Anniversary stay","We stayed at the Trump Waikiki for 2 nights to celebrate our anniversary. Service is top notch. Staff pays attention to detail. We weren't greeted with friendly hospitality by bellman each time we came and left hotel. Check in was quick. Staff walked us to the upper floor check in desk. We were give cooler towels and water while checking in. Room was quite large for Waikiki Hotel. Include many amenities including pots and pans for cooking, utensils, wine and champagne glasses etc. Pool is on the smaller size but not crowded and very elegant. Nice to have an adult friendly pool in Waikiki vs one overrun with children. We'd stay again.","Date of stay: December 2017","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-546","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Niftys","Brisbane, Australia209 contributions48 helpful votes","Wonderful Stay","We were hesitant about staying at Trump Towers having read mixed reviews. We stayed for 3 nights before joining a cruise back to Australia. I must say we were pleasantly surprised from the moment we checked in. The service, staff and facilities were excellent and the location is ideal for tourists wanting to walk to attractions, shopping and restaurants in Honolulu.
We highly recommend Trump Towers.","Date of stay: October 2017","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-547","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Brad P","Hawaii9 contributions15 helpful votes","Best Hotel in the State of Hawaii ""hands down""!!!","As a frequent traveller to the Island of Oahu.....I (my partner and I) ALWAYS stay at here.  These folks know what they are doing, they RAWK!!!  Other hotels including The Ritz are sub-par and do not compare......at all!  Staff and service are AWESOME!  Keep up da' good work and see you again soon!  Aloha.","Date of stay: December 2017","Trip type: Traveled on business","ui_bubble_rating bubble_50"
"1665423503-548","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","helenbM1780HW","Sydney, Australia29 contributions14 helpful votes","Like coming home","Once again, a fantastic stay at this well located beautiful hotel. The suites are the best I've stayed in but the main reason we keep coming back is the way we are treated by the staff. Stepping out of the taxi on arrival and being greeted so warmly by Dean & the rest of the bell staff and welcomed back is a great start. The shell lei you are greeted with is lovely & a great souvenir. The check-in process is a very pleasant experience as you are greeted with hand towels and an iced drink while checking in. A special thank you to Mr Hiroshi Kanzaki for all his care, even before we arrived and then for looking after us so well. Our suite was very spacious and well stocked with amenities and had a wonderful view of the ocean. I was travelling with my sister and really appreciated the extra bedroom so that we both were comfortable. Staff go out of their way to make sure you enjoy your stay so don't hesitate to ask if you need something. We stayed for seven nights and loved every moment. Afternoons by the pool were a great way to relax after a morning spent shopping or sightseeing. One afternoon we were pleasantly surprised with complimentary mango daiquiris, a lovely touch. 

I can't recommend this hotel more highly. I've stayed at other hotels in the area and felt like I was just a number, but here you really feel valued and welcome.","Date of stay: January 2018","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-549","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Tony D","1 contribution7 helpful votes","very disappointing","Stayed for a wHole InTerminable two weeks.  witHOut was the LousEst hotel in oahu.  you can get much a better place for less.  i think the staff is guided by the main trump organization that only cares if your credit card payment was processed rather than if it was a good vacation.

look elsewhere.","Date of stay: November 2017","Trip type: Traveled with family","ui_bubble_rating bubble_10"
"1665423503-550","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","doreen d","Sydney, Australia1 contribution9 helpful votes","disappointing","apartment booked was ""prime ocean view"" when we were taken to our apartment the view we had was a huge block of apartments right in front of our balcony.  I complained to reception and requested to be allocated the apartment  we had pre booked and paid for only to be told sorry nothing available for two days and further more this is what they call prime ocean views, all that was visible from our balcony was a sea glimpse either side of the facing apartment block.  I contacted my travel agent in Australia who in the end did manage to get us moved into the correct apartment on that day. A really stressful way to start a vacation. Not to add that there was an issue with wasps around the pool area and I got bitten rather badly so was on antibiotics for my whole trip! never again","Date of stay: December 2017","Trip type: Traveled with family","ui_bubble_rating bubble_20"
"1665423503-551","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Tabetha P","Buninyong, Australia38 contributions2 helpful votes","Great location","We had a pleasant stay with wonderful friendly service by front of house and room attendants. I agree with other reviewers, not really a resort but I would classify more as a hotel. My two teenagers loved the free smoothies at hotel pool.

Two bizarre events occurred during our stay though... we washed our smalls (socks, jocks and underwear) and laid them flat on seat of outdoor chair on balcony only to return to find all our ladies underwear missing. Other socks and men’s underwear remained. Remaining items had not moved from their place with a gap remaining where the ladies underwear previously sat. There was no breeze/wind, and chairs were against the building wall away from balcony glass fence. Only access to balcony was from interior door.  Can not explain where they disappeared ... our room had been serviced upon our return.
Also, every night routinely 20-30 mins after getting into bed I received an allergic reaction (extensive hot, itchy body rash - gradually worsened after every night) due to what can only be assumed to be the bedding or chemicals/detergents/starches the bedding was washed in. I’ve never had a reaction like this before in any other hotel I’ve stayed at after extensive travel throughout Europe/Asia and Australia. Luckily I had antihistamines packed that I was able to take during our stay, symptoms settled after taking tablets until the next night the same occurred. I have never experienced a reaction like this before and used my own toiletries during our stay so the bedding was the only thing we could pinpoint as contributing factor of rash.  Our diet was unchanged and not different to what we’d normally have at home. 

Even though we had a pleasant stay, due to the two bizarre events mentioned above, they are enough for us to question if we would return.","Date of stay: December 2017","Trip type: Traveled with family","ui_bubble_rating bubble_40"
"1665423503-552","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Syd_traveller_1","Sydney, Australia12 contributions21 helpful votes","Enjoyable stay - great location and staff","This hotel is excellent and very well run. The staff are friendly and professional. The location is very convenient, near Waikiki and with an arrangement for help on the beach (umbrellas etc.) with the Outrigger hotel across the road.

We travelled with a young child and nothing was too hard - the hotel helped with a toilet seat, shower mat, etc. Concierge were great. The pool area is very pleasant, even when there are plenty of people (the space is quite cleverly done, so that nobody's falling on top of each other). We really just had a hassle-free and enjoyable stay and would recommend it unreservedly.","Date of stay: January 2018","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-553","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Finding great places to stay","Mosman, Australia458 contributions176 helpful votes","Apartment style was a benefit","We can not complain about the great service at this hotel. Nothing was too much trouble, housekeeping was good and the hotel itself well maintained. We had a 2 bedroom apartment with a partial view which worked well for our family of four. Having laundry in the apartment is great and the kitchen is very well stocked with appliances. I would say this is a hotel rather than resort- the pool area is small and is not really resort style. The communal outdoor space is very limited. We can for the larger room so we were happy. Would also say it is pleasantly quieter than some of the other well known hotels so we were not distributed at all.","Date of stay: January 2018","Trip type: Traveled with family","ui_bubble_rating bubble_40"
"1665423503-554","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","antillespalm","Palm Cove, Australia59 contributions23 helpful votes","Perfect!","From arrival to the reluctant departure, the staff could not have been friendlier or more helpful, always smiling and ready to assist. Our partial ocean view room on the 23rd floor was just high enough to clear the surrounding buildings, and was spacious and comfortable. Only one issue...the extra loud ""ding"" in the elevator as it passes each floor....so easy to just turn down the volume as it is really annoying? Tried the breakfast dining area one morning but it was very noisy (ambient, street level?) so missed out on the waffles pictured everywhere! Pool was busy, but who needs it with the beautiful Fort DeRussy beach a very short walk away...safe swimming.","Date of stay: December 2017","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-555","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","ladybug5","Fountain Valley, California526 contributions351 helpful votes","5 Stars Outstanding Hotel My Favorite","Trump Waikiki is my favorite hotel The rooms are large and most comfortable of any hotel I have stayed The service is excellent and the concierge will make reservations for whatever you want to do and bill your room making your vacation as fun and carefree as possible The only hotel I will stay in Waikiki Well worth the cost of the room","Date of stay: January 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-556","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","JSN1204","Tokyo, Japan3 contributions16 helpful votes","Great room but poor service","Their only swimming pool was small but exquisite. If you are with the kinds, you would enjoy it but if you are looking for a quiet relaxing time lounging by the pool with cocktails, you will be very disappointed as it just becomes kinds pool during the holiday seasons.  

We understand that it was one of the busiest time when many Japanese celebrities and their families stay there so the guest relations are fully occupied for VIPs. Bell boys never recognize our faces and we often were asked if we were checking in when we drove back to the hotel during our 8(eight) days of our stay(we used valet parking 2-3/day and of course tipped them normally). We have stayed at several resorts in many countries that make you feel like you are home and so welcomed. Obviously this hotel was not one of them.

Service at the Wailou was terrible. Very slow and food was cold as they seemed like they were shorthanded. 

It’s a shame that our experience with Trump was not as expected. Maybe we were probably at the wrong hotel at the wrong timing.","Date of stay: December 2017","Trip type: Traveled as a couple","ui_bubble_rating bubble_20"
"1665423503-557","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","ej451","1 contribution","Excellent Kitchen and service","Very good cleaning service and the offers. 
Also ketches is brilliant with all the useful goods, plates and pans etc.  rice cooker was great size for family too. It's lovely to have a quick bed make service too.","Date of stay: December 2017","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-558","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","joanes310","guam5 contributions8 helpful votes","Lobby Mai Tai oh my","The room was modern. Nice welcome basket and a card. The breakfast was lacking luster. Bacon was nothing spectacular breakfast view were other buildings. 
The Mai tai at the last lobby Terrance were the best in the world!!!! I need to look for those pictures and make time to upload.talk about perfection!!! I'm not sure but I must of had at least 4. My birthday month has some friends join us with a wear white party theme. So much fun. 
BLT was on the ground of the hotel.im so in love with  the pop overs. You can tell that the steak was in perfect room temp when cooked with rosemary garlic and butter. 
Staff were amazing but I'd come back just for the That cocktail plus there was fire works. Magic","Date of stay: March 2017","Trip type: Traveled as a couple","ui_bubble_rating bubble_40"
"1665423503-559","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Inna K","Melbourne, Australia1 contribution2 helpful votes","Mixed Feelings","I loved our room because we got a fantastic rate. But if we didn't get a great deal I'm not sure if I could stay again. This was my fourth visit to Hawaii so I know the area very well. This hotel location was very poor. Large hotels all around it blocking the beach views. Nothing to see from the pool either. The pool is far to small. Many Kids  splashing around, spa packed full of people and not many places to sit. Too far from the beach but not close enough to the main area either. Staff are great and room was serviced perfectly everyday. 50. -  50 on this hotel. Not sure if I would stay again. The Hyatt regency has much better location and amenities for the price.","Date of stay: December 2017","Trip type: Traveled with family","ui_bubble_rating bubble_30"
"1665423503-560","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","chef P","Boston, Massachusetts11 contributions20 helpful votes","Very nice hotel","Very nice hotel, close to the Waikiki beaches the staff well trained and very professional.the pool is very nice,the only thing he don't have is game room for the kids but give us Wii game coming to the room and install nice things.the valet parking always on time and don't forget the beach bag with towels and fruit nice Hawai water great we just love,thank you all the staff for making are saty great again!","Date of stay: November 2017","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-561","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Julzbe2286","3 contributions","Best hotel stay ever!!","The hotel is fabulous, clean, very up-to-date, huge rooms, huge bathrooms, amazing kitchen, wonderful balcony. Staff was friendly, responsive, wonderful at every single interaction. No matter what we needed, from more English Breakfast tea to a softer mattress (no joke-we were just thinking maybe a mattress pad or something-nope-brought a big fat pillow top mattress up!) they had it there in minutes. It was so far above all expectations. Hassle free. The concierge was stellar. They advertised us on every tour we took (we did an island driving tour, dinner cruise, submarine tour, helicopter tour and deep sea fishing) and we loved them all. Excellent recommendations. We appreciated their expertise and kindness. And when we headed to the beach, we swung by the concierge desk, grabbed a beach bag with towels, water and fruit just waiting for us! It was the best!!!","Date of stay: December 2017","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-562","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","matsuz339","Honolulu, Hawaii2 contributions1 helpful vote","Excellent view","This was my first time staying in the Three bedroom Ocean front suite category, and we were very happy with the excellent view from every single room in the suite. The room offers in room washer and dryer which was perfect since I have a 8 year old boy, and I was able to cook a nice birthday meal for him and his friends for dinner in the fully equipped kitchen. I did not mention that it was my son's birthday but Anita at the Valet desk has noticed that he was holding a present and immediately asked if it was his birthday and wished him a happy birthday. I am very glad I was able to stay at this hotel on such a special occasion because I was able to leave the property happy and satisfied. I truly think that this is the best hotel in Waikiki, and recommend this hotel to everyone.","Date of stay: December 2017","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-563","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","U7048TRnicholass","Simi Valley, California2 contributions1 helpful vote","Love this place","From the moment you arrive you are treated as royalty and greeted with such warmth! My wife and I thoroughly enjoyed our stay! The staff personalized their service as much possible and is always there quickly when called upon. Room service was also quick but delicious and healthy too. The location is perfect because you are just a few minute walk to Waikiki, and there are shops surrounding the hotel. This is a beautiful place to stay!","Date of stay: December 2017","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-564","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","L9224FYandrewp","San Clemente1 contribution","An exceptional experience","My wife and I do a lot of traveling and stay in many fine hotels. This experience was either at or near the top. The service and staff were beyond exceptional and the rooms were amazing as was the views.","Date of stay: December 2017","Trip type: Traveled on business","ui_bubble_rating bubble_50"
"1665423503-565","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","belindas0","Sydney, Australia1 contribution","Outstanding!!","Perfect for our family vacation (2 Adults + 2 kids)! 
Customer service at this hotel is exceptional, the room was spacious (2 bedroom + Den) & a fully functional kitchen when you want a break from eating out. Location was ideal for us; quiet location but close enough to the action (5-10 min walk to the heart of Waikiki) and several choices for eating out within a 3-5 min walk.
We will definitely be back.","Date of stay: December 2017","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-566","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Marc M","1 contribution","Staycation","By far best service I've experienced. Employees are very helpful and friendly. Quick to not just point things out but escort you as well. Very accommodating. Rooms are immaculate with just about everything you need. If not, concierge/front desk/room service will assist you to their fullest capabilities. Will most definitely stay there again.","Date of stay: December 2017","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-567","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Garry M","Sydney, Australia72 contributions39 helpful votes","Exactly what was Expected","Good position, Ocean View room. Big bed,Big bathroom,large overall room. Kitchenette with all facilities, ironing facilities. Wonderful, friendly staff. Pool was good but not a resort style and not large but still enjoyable. Cannot comment on b/fast as we took room only. Drinks on the room balcony work nice. Overall a very pleasant and relaxing hotel","Date of stay: December 2017","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-568","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Michael C","Vero Beach, Florida2 contributions","Best Hotel in Honolulu","Just a great place with its entire staff going overboard to make sure your visit is better than great.
Easy walking distance to shopping and numerios great restaurants and its outdoor lounge is  the best place to view the Friday fireworks.","Date of stay: November 2017","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-569","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","johnnyngo","Boise, Idaho4 contributions1 helpful vote","We stayed here very nice clean room","Me and my family stay this hotel. It was very fancy and had nice rooms. Every night staying here realy made our vacation feel special. I am happy I choose this hotel even though it is much more expensive than the others I searched for on the internet.","Date of stay: November 2017","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-570","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Roxane N","San Francisco, California24 contributions25 helpful votes","Near beach, easy access to hotel in Waikiki area, fantastic view from any room in hotel.","A wonderful place to relax and enjoy the fresh Hawaiian breeze.  Very easy to access in busy Waikiki area, beautiful views no matter if it is city or ocean.  Kitchen is so convenient.  You can enjoy your lanai in full privacy, all lanais are angled to enjoy the view not the neighbors.","Date of stay: December 2017","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-571","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","keithwX1410QA","Adelaide, Australia2 contributions1 helpful vote","Highly recommend","This is a fantastic hotel. I would highly recommend it for quality, service and location. Wonderfully friendly and helpful staff and a great room and facilities. Would love to go back next year as our stay was cut short due to an emergency at home.","Date of stay: November 2017","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-572","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Travel_Recess","Seattle, Washington62 contributions15 helpful votes","Wonderful","We were satisfied with our stay. Staff was friendly and professional and service was great. Location is a quick walk to the beach. They give out beach bags to take with towel, water and snack which was very thoughtful. Valet service was always quick. Suite was spacious with high-end appliances and clean. Hair dryer and coffee maker was bit underwhelming considering the luxurious touches this suite had, but that's a very minor complaint. We found the pool and hot tub to be small. Hotel was considerate in letting us check out late b/c of our late night flight which our elderly parents appreciated very much. It's not cheap to stay here, but if we return for another trip, we'll likely stay here again.","Date of stay: November 2017","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-573","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","EL Soto","Cusco, Peru4 contributions","Outstanding Service","I had a terrific time in this hotel! The room was glamorous, clean and tidy. The hotel location is walking distance to the main shopping areas and beach. The facilities such as sauna and swimming pool were very relaxing.","Date of stay: November 2017","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-574","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","julie_denton817","Tualatin 2 contributions2 helpful votes","First Class","These words sum up our stay at The Trump International Hotel.   We were greeted with beaded Hawaiian necklaces upon our arrival and then were escorted to our suite explaining everything and were asked to call with any questions.  Our room was over the top beautiful with a breathtaking view from every window.  The staff was very accommodating in every way. Our room was refreshed in the afternoon with clean towels and our toiletries organized.  Water bottles were refreshed in our refrigerator.   Turn down service was a plus as well.  On our checkout day our plane was departing at 10:30pm.  I called to ask for a late checkout and since our room wasn’t booked for that evening they graciously  extended our late checkout until 8pm. This service was excellent.  The staff was extremely nice and we will not forget our experience at Trump International Hotel and will return here on our next visit.  We were completely satisfied in every way.","Date of stay: November 2017","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-575","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","jojo220160","Farnham, United Kingdom3 contributions1 helpful vote","Totally spoilt","Celebrated our 35th wedding anniversary here. Lovely hotel been totally spoilt. It has made booking hotels in the future very hard as they have a lot to live up to. Fantastic staff.  Nothing too much and  the accommodation was First Class.
A once in  a lifetime trip with lots of lovely memories","Date of stay: October 2017","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-576","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","mejonz30","Hamilton, New Zealand8 contributions3 helpful votes","Service and location excellent","Greeters we’re ready and waiting for us when we arrived and you felt instantly welcome and like you were a valued guest. 
We are a family with two young children and all the beds were all set and ready to go when we arrived. Huge kitchen with everything but a chopping board. 
Washer/dryer was super helpful. 
Great view from the balcony with appropriate furniture for the space. 
Uncomfortable bed, I felt like I turned into a banana. 
Great location. Very close to the beach,  shopping and Starbucks. 
Super clean","Date of stay: November 2017","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-577","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Paul V","Melbourne, Australia5 contributions8 helpful votes","Excellent location and service","This hotel is close to shops and the beach being a very short walking distance.
The staff working here were fantastic and very friendly.
The room was beautiful  and had everything we required.
Our stay was perfect.","Date of stay: August 2017","Trip type: Traveled with family","ui_bubble_rating bubble_50"
