web-scraper-order,web-scraper-start-url,name,origin,topic,review,stay,triptype,rate
"1665313922-102","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","Philip S","Devonport, Australia8 contributions6 helpful votes","One of the best experiences in all my 30 years of travelling to Thailand","I was looking to escape the frenetic pace of Bangkok and decided on a long weekend in Chiang Mai.  I wanted to avoid the larger chain hotels and was recommended the Villa Mahabhirom.  What a great decision to stay there!  From the moment I was met at the airport to the time I was delivered back safely 4 days later I could not fault my visit.  It was really that good! Villa Mahabhirom is a secluded complex of restored Thai teak pavilions in lush tropical gardens.  The interiors and public areas are an eclectic blend of antiques and contemporary artworks which creates the feeling of staying in a luxurious private home.  And with fantastic service to match – efficient, warm and friendly but never intrusive.  Great cocktails and creative food just added to my total feeling of relaxation.  Would I return?  Absolutely!  One of the best experiences in all my 30 years of travelling to Thailand.","Date of stay: July 2018","Trip type: Traveled solo","ui_bubble_rating bubble_50"
"1665313922-103","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","Nattama A","Bangkok, Thailand67 contributions22 helpful votes","Great place, excellent service!","We visited Villa Mahabhirom for the Happy Hours with some small bites one evening. 

The place is truly a hidden gem in Chiang Mai. Walking around the place, we felt like it was a good art gallery mixed with Thai architecture. 

The drinks were great and so were the foods. The service was nothing less than perfection. The staff were friendly and professional from Security we met on arrival to restaurant staff and Front desk staff. The restaurant manager even showed us around and explained all the hotel information to us, while another manager provided us with recommendations on cafes/ restaurants in Chiang Mai.

It was an impressive visit and we definitely want to stay here on our next visit to Chiang Mai.","Date of stay: July 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665313922-104","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","Jindakacha Khantee","Bangkok, Thailand143 contributions164 helpful votes","Peaceful and luxury","Authentic Thai villa in Chiang Mai it’s very peaceful and you never bored here. All staff were friendly, helpful and warm welcome. Convenience stores (7-11) it’s opposite from the villa. I definitely recommend to stay here and have some very delicious afternoon tea as well.","Date of stay: June 2018","Trip type: Traveled with friends","ui_bubble_rating bubble_50"
"1665313922-105","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","bridgeways","Hong Kong, China1079 contributions97 helpful votes","Amazingly lovely experience","My first visit and a two nights stay! Thank you to Aor, the resident manager and her great team for the warm hospitality! 

There are only 14 villas and I stayed at 204! These Thai houses are very beautiful and love the beautiful environment, the trees, flowers, a lovely ambience! 

Food is good, enjoy the breakfast so much! 

Thank you Aor for taking time to accompany me to visit some nice places in Chiang Mai and also the Farmers Market on Sunday morning!","Date of stay: May 2018","Trip type: Traveled solo","ui_bubble_rating bubble_50"
"1665313922-106","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","mipdantravel","Luxembourg City, Luxembourg73 contributions110 helpful votes","Authentic Thai villas in Chiang Mai","Because of the size of the hotel and the ""historical"" Thai houses we chose this new hotel for our 4 night stay in Chiang Mai this year. 
We have been to the ""classics"" and wanted something special. Yes this place delivered. Special setting, special and individualised attention and of course the architecturally stunning Thai wooden houses. In a seemingly effortless a design ""coup"" the owners Mix old and new and the result is awesome. Good food and a nice Spa give the finishing touches. 
This place is special so you can go there without hesitation if you want to escape the generic ""luxury hotels"".","Date of stay: February 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665313922-107","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","Ken B","Hong Kong, China135 contributions123 helpful votes","Splendor and Grandeur","I am searching for a list of superlative adjectives to adequately describe this magnificent establishment consisting of fourteen self-contained villas, each resting above ground level. Absolutely amazing! We stayed in the Villa Doi SuThep, the only one with a free-standing copper bathtub! It takes your breath away. 
Here, at Villa Mahabhirom, you do not receive 'service', you are pampered! Relax on the pool side lounge chairs and iced lemon water is brought immediately. Enjoy a copious breakfast by the pool, your needs and wants are attended to quickly. Regale in afternoon tea, and you'll tantalize your taste buds with an enchanting rosé and your eyes will marvel at the tower of culinary treats before you.
Arriving in Chiang Mai before noon, we found our villa ready for us. Bom and Mikki welcomed us like royalty even though this was our first stay. They also helped with information about places to visit, markets to explore and tours to book. Outstanding customer relations!
Or, you can venture out and explore on your own. Not far from the 7-11, you'll find Soi Wat UMong. Walk along this road in the early evening and you'll stumble upon oodles of food vendors near Chiang Mai University. Enjoy a different type of culinary treat.
Checking out was difficult because it was akin to parting with friends. Five staff members sent us off with traditional bows and, of course, smiles as our car pulled away.","Date of stay: February 2018","null","ui_bubble_rating bubble_50"
"1665313922-108","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","santana2357","Chiang Mai, Thailand10 contributions3 helpful votes","Villa Mahabhirom","We both enjoyed the pleasant and relaxing surroundings, and the friendly, courteous and professional team which made our visit there quite a marvelous experience. We look forward to our next visit and will recommend  Villa Mahabhirom  to our friends.

Peter and Marisa","Date of stay: February 2018","null","ui_bubble_rating bubble_40"
"1665313922-109","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","Trek756692","Rome, Italy8 contributions13 helpful votes","The most beautiful place I’ve ever stayed","My boyfriend and I travel often and have stayed at some wonderful 5 star properties, but none can compare to Villa Mahabhirom. The grounds are pristine, the art-filled spaces are serene and inspiring. The attention to detail, especially in the design aesthetic, is unparalleled. The service is above and beyond - everyone is friendly and incredibly accommodating. The food is excellent albeit pricey and the rooms are incredibly unique. The Thai style villas are unlike anything you will find elsewhere - amazing craftsmanship, historic but updated with a contemporary flair. I honestly don’t think I’ll ever experience another hotel like this one, it was the stay of a lifetime. I don’t know if I would necessarily recommend the property for children but a definite yes for couples seeking a relaxing retreat.","Date of stay: February 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665313922-110","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","Mee Sarunrath","Bangkok, Thailand468 contributions35 helpful votes","Antique Thai houses in Chiang Mai.","Having high tea among antique Thai houses is marvelous.!
This probably the only one place in Thailand that we can experience the village of antique Thai houses from each part of Thailand that age over 100 years in excellent condition. Just like we were back in times.
Big applause to the owners. Imagine that they need load of dedication and so kind to share their passion.
We promise to touch every inch here with love and care.","Date of stay: January 2018","Trip type: Traveled with friends","ui_bubble_rating bubble_50"
"1665313922-111","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","Rob M","London, United Kingdom24 contributions30 helpful votes","Great, relaxed boutique hotel","We found the Mahabhirom the best option in Chiang Mai - small, not crowded, very relaxing and very unique property with very zen sculptures and antiques spread throughout. We felt like we were the only ones there. Service was good, beds and linens were amazing, bathroom was great (even had one of those electronic toilets that has a pulsating bidet and blow dryer!!!). Staff was helpful and very considerate. The location is a 10 min taxi from most places and close to the airport as well (so you do notice the air traffic). We visited Dhari Devi and 137 Pillar for cooking classes and dinner (respectively) and thought Mahabhirom was the best property for a relaxing Chiang Mai retreat","Date of stay: January 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665313922-112","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","Amy D","Scott, Louisiana76 contributions35 helpful votes","Beautiful, quiet, unique resort style boutique hotel","The property is beautiful and surprising as it's deceiving from the outside. The grounds are perfectly manicured and lovely. Each room is a Thai style villa. The bathrooms and bedrooms are gorgeous. The staff is kind and generous and we spent some time lounging by the pool between day trips and it was a great respite from the hustle and bustle of the city. It was a unique and peaceful place to stay for a few days.","Date of stay: December 2017","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665313922-113","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","dazzerdo","New York City, New York1 contribution1 helpful vote","Beautiful Property. Serene Destination. Great Staff.","This chic boutique resort has transported antique traditional Thai villas to their property, situating them in a tranquil, art and nature-filled environment.

It has clearly been a passion project of owner to create a sanctuary of first class accommodation here. I like that the hotel is locally owned but managed by a world-class team with top tier resort experience. Aor (formerly of Aman group) and her team are truly second to none. I came to know several by name even though it was just a three day, two night visit. Thank you Jay, Mameow, Biggie and all for your generous hospitality. 

The reception was wonderful. I travel the world on a folding bicycle and arrive without reservation at some of the finest hotels in the world. It is always interesting to see how a dusty traveler is greeted. Here, there was a lovely warmth; They were happy to make me feel right at home - in a beautiful, sophisticated home none-the-less. 

The two story villa was delighful. The traditional Thai structure with open ceilings revealed the underside of the scalloped pattern terra cotta tiles. The villa had a certain cozy grandeur. I was told each of the buildings were scaled to suit the size of the original owner. Mine, it was conveyed, was likely inhabited by an older smaller lady. But it suited me just fine. :)

The bathroom was excellent: A fabulous tub, generous generous shower and a Japanese automatic toilet, no less. 

I enjoyed my little balcony overlooking the saltwater pool in the main courtyard.

I spent the better part of an entire day in tranquility soaking up unobstructed sun poolside. The pool was generous enough to do some laps in so I could convince myself I wasn't completely being lazy. 

Food was great, focusing on excellent Thai cuisine. I enjoyed breakfasts, a lunch and a dinner while there. (The signature sticky fried rice was delish.)

I enjoyed a spa treatment. Beautiful environment once again in a lovely pavilion for a good Thai massage. 

The art collection sprinkled throughout the property added charm and whimsy, and the library with its collection of books and the tea room were unique spaces making the resort feel more like a private estate than a resort hotel.  

All good things must come to pass unfortunately, but my departure was also very memorable. The reception team gathered for a photo to wish me adieu as I set out by bike again for my next destination...","Date of stay: October 2017","Trip type: Traveled solo","ui_bubble_rating bubble_50"
"1665313922-114","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","Juliana C","Hong Kong, China15 contributions79 helpful votes","A definition of future luxury","Villa mahabhitom is beyond a hotel, it's a place where you can experience an authentic Thai style home living, and appreciate the set up of art pieces from around the globe.  The display of every piece stand pride in every corner and don't feel overdo.

Staff are friendly and with high standard of hospitality.  Spending your early morning by the pool is recommended followed by a handcrafted breakfast offered by the one & only restaurant at hotel.

It's a bit far from walking street and downtown but if you are looking for an intimate stay and arty style home for a few days, this is a perfect choice.","Date of stay: October 2017","Trip type: Traveled solo","ui_bubble_rating bubble_50"
"1665313922-115","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","Juzmin","Bangkok, Thailand134 contributions64 helpful votes","Splendid Thai style house hotel","Villa Mahabhirom is not like the other hotels. When you step in to this place it's like you can travel back in time, it's peaceful & tranquil. The traditional Thai style houses seem to go together well with the invaluable antiques and collectibles. I love everything here, the fabulous rooms, friendly and kindly staff, they have put a lot of time and effort into making sure clients will be happy. Warmed welcome and feel like home. Highly recommend. Splendid hotel!!","Date of stay: September 2017","null","ui_bubble_rating bubble_50"
"1665313922-116","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","Tipaporn K","Phuket, Thailand18 contributions12 helpful votes","Amazing Thai food","Meeting with friends for lunch and very impressed with the food in terms of decorations and taste.
Service staff are very nice and polite. Recommended for anyone who visit Chiangmai.
Thumb up for Chef and will put in my schedule for next trip to Chiangmai.","Date of stay: September 2017","null","ui_bubble_rating bubble_50"
"1665313922-117","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","TipOnTheRoad","Thailand437 contributions87 helpful votes","Black luxury villa....","This resort located a bit far from city but not too much. If you looking for privacy, this is very good option. .All Thai House Villas are in black color both insider and outside. With special decoration which really unique. So, suggest for couple not family.","Date of stay: June 2017","Trip type: Traveled with friends","ui_bubble_rating bubble_50"
"1665313922-118","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","xhtan","Singapore20 contributions7 helpful votes","Awesome and tranquil","Arrived here yesterday from another hotel and it was such a good idea to move to this part of town, into this lovely hotel with just 14 villas. Am sitting by the pool with no one else in sight. Being an adults-only hotel, you can have a quiet time without having kids running around. I managed to read my book while my Husband swam yesterday afternoon. 

Staff is very attentive. The resident manager brought over some towels when she saw us settling in the deck chairs. Just had coffee and server came over to ask if we needed a top up of coffee when we were almost done with our first. The same server just got us some ice water as we sat by the pool now! 

The room (102) is spacious. Bathroom is modern. The villas are moved here from central Thailand (Ayutthaya). It's amazing how they can last for so Long. The rooms get a lot of sunlight in and I really like that. 

Ninmman area has a lot going on and worth exploring. This part is more vibrant and Creative than the old city. 

The management of the establishment took the effort to meet and greet us. A nice gesture. A pity that there are so few reviews here. Couples who want to getaway from the hustle and bustle for a few days should consider this place. 

The hotel is beautiful decorated with the many pieces of art. There are also lots of instagram-able pictures to be taken. 

As it is near the airport, the only major drawback would be the noise from the planes. 

Picture is the view I'm enjoying now.","Date of stay: September 2017","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665313922-119","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","Yan on the Road","Hong Kong, China702 contributions4095 helpful votes","More than a resort! Cool, Hip, Elegant but Fun!","14 villas resorts with high privacy, but just 5 mins to the Nimman area. The resort seems hide in a secret garden. You can hear the wind touch the leaves and birds singing. Villas are renovated from old houses from central Thailand. I love this concept as I like historical things. In Villa Mahabhirom, I can stay in a historical building with modern touch and modern facilities. Its cool, awesome and romantic.
Staff very nice and professional! They always take care of your need. But they won't always wander around you. That give you more space and make you feel like you own the whole space. 
Design is cool and eye catching everywhere in the resort. I like the reflection of the swimming pool, the statue with lively facial expression, the vintage chandeliers in the library and rooms.
It is not just a resort provide comfortable bed and big swimming pool. It is a unforgettable experience and you would like to share to your friends!","Date of stay: July 2017","Trip type: Traveled with friends","ui_bubble_rating bubble_50"
"1665313922-120","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","BlackTieLimosine","122 contributions4 helpful votes","3 days/2 nights package stay in the luxury Villa Mahabhirom.","Exclusive day journey include one hour private elephant ride, experience the joy of showering and feeding elephants, followed by a visit to the oldest tea plantation and experience roasting the tea leaves and tea tasting with local snacks.

End your memorable trip at Bad Boy Valley where the place is only opened to exclusive guests.

Located in Mae Tang district, Bad Boy Valley is the remarkable result of love and passion. The owners, who fell in love with the art and craftsmanship, share the very determined resolution about giving back to the society, with a plan to create a magnificent set of private art and craft pieces in order to create a superb livable museum.

Dine amongst rare art collection while the owners prepare and serve only one table per meal per time with an amazing display of fusion Thai and western food.","Date of stay: November 2016","Trip type: Traveled on business","ui_bubble_rating bubble_50"
"1665313922-121","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","J L","Hong Kong, China253 contributions179 helpful votes","A very special, cozy, luxurious and exclusive place. A hidden gem!","Love our stay here last December! Friends joined us in Chiang Mai after staying at Aman in Phuket and didn’t like the crowd there, but absolutely love this place. 

The property was newly opened in late 2016, but we were told that the owners had spent years building and decorating the place with many art pieces and antiques. 

It is a very tranquil place. We booked the 2 villas at the back with a shared pool. However, having seen the other villas, all are quite similar inside. The century old Thai/Lanna teakwood villas were bought by the owner and moved to this location. Each villa is split into 2 levels, upstairs is the bedroom and bathroom, and downstairs is the living room. However, the downstairs is an open area (not enclosed, no doors/windows) facing the inner courtyard so not quite enticing for us to sit and lounge there. 

The food is very good.  I particularly love the local dish (see photo), the bowl with chicken leg and crunchy noodle on top called “Khao Soi”. 

The staff are all extremely friendly and helpful and gave us many insider tips on where to go in Chiang Mai (non-touristy stuff).

Definitely the place to stay for understated luxury, discreet service and privacy!","Date of stay: December 2016","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665313922-122","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","Anilegna","Hong Kong, China936 contributions905 helpful votes","Private and sophisticated refuge","Was quite ill the night before I left for Chiang Mai, I almost thought of cancelling the trip, especially since I just spent five nights at the Como Point Yamu in Phuket, a consecutive weekend away seemed nuts -- was so glad that I took this relaxing break though.   

This intimate 14 villas ""hotel"" is literally just 5 minutes away from the airport, tucked away in a quiet area of town close to Wat Umong with the most discreet entrance.  Pim picked me up at the airport and showed me around the property, check in was super easy (reminiscent of Aman), zero paperwork, Pim just brought me to my room and took a copy of my passport -- that was it.   

My room (102) was spacious, comfortable and peaceful, a traditional Thai house.  The property has eclectic, some hunting lodge decor (I am not that into their fine examples of taxidermy though), generous supplies of Panpuri toiletries, the house has lights coming in from all side, surrounded by lush vegetation, trees with bright orange peacock flowers, birds chirping away by day and geckos by night.  The room also has a beautiful antique looking chandelier.   

Both the GM Manfred (ex GM 137 Pillars) and the lovely lady resident manager (Hataipatra Sriudom) introduced themselves when I first arrived.  Service was good throughout fhe stay, I liked for example how they cleaned up my room even on my departure date.   

I went to David's kitchen for dinner but stayed here for lunches as this fab place was so serene, I found it hard to peel myself away.   The peace was occasionally broken by the sound of an airplane (and by a nearby nightclub blasting away on Saturday night).  Even in the public spaces, you feel like you are home alone (in a good way).   

I have been to both 137 Pillars and the divine Dhara Dhevi before, Dhara Dhevi's stay was in their converted ""rice barn"" which was more luxurious vs here but you are out of town (both good and bad) and paying 50% more.  ( Here I enjoyed hopping over to Wat Umong at 6 ish in the morning, there is also a boxing studio next door which I intend to check out next time, I had a 2 hour deep tissue massage instead with an ex therapist from Amanpuri-- pure bliss).   

In sum, if you crave comfort, privacy & service, this is it.","Date of stay: May 2017","null","ui_bubble_rating bubble_50"
"1665313922-123","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","Jeffrey C","Sydney, Australia470 contributions185 helpful votes","An elegant oasis of contemporary style and Thai charm","This boutique hotel is an elegant oasis in Chiang Mai. We were there for lunch but had a lovely tour of the hotel rooms and facilities after lunch. Lunch was great with typical but limited Thai menu. The food was delicious with fresh ingredients and served stylishly. The cocktails were superb with its mixture of western and Thai flavours. The staff were friendly, polite and helpful. Definitely a place to return to .... to stay and dine.","Date of stay: April 2017","Trip type: Traveled with friends","ui_bubble_rating bubble_40"
"1665313922-124","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","TipOnTheRoad","Thailand437 contributions87 helpful votes","Black luxury villa....","This resort located a bit far from city but not too much. If you looking for privacy, this is very good option. .All Thai House Villas are in black color both insider and outside. With special decoration which really unique. So, suggest for couple not family.","Date of stay: June 2017","Trip type: Traveled with friends","ui_bubble_rating bubble_50"
"1665313922-125","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","xhtan","Singapore20 contributions7 helpful votes","Awesome and tranquil","Arrived here yesterday from another hotel and it was such a good idea to move to this part of town, into this lovely hotel with just 14 villas. Am sitting by the pool with no one else in sight. Being an adults-only hotel, you can have a quiet time without having kids running around. I managed to read my book while my Husband swam yesterday afternoon. 

Staff is very attentive. The resident manager brought over some towels when she saw us settling in the deck chairs. Just had coffee and server came over to ask if we needed a top up of coffee when we were almost done with our first. The same server just got us some ice water as we sat by the pool now! 

The room (102) is spacious. Bathroom is modern. The villas are moved here from central Thailand (Ayutthaya). It's amazing how they can last for so Long. The rooms get a lot of sunlight in and I really like that. 

Ninmman area has a lot going on and worth exploring. This part is more vibrant and Creative than the old city. 

The management of the establishment took the effort to meet and greet us. A nice gesture. A pity that there are so few reviews here. Couples who want to getaway from the hustle and bustle for a few days should consider this place. 

The hotel is beautiful decorated with the many pieces of art. There are also lots of instagram-able pictures to be taken. 

As it is near the airport, the only major drawback would be the noise from the planes. 

Picture is the view I'm enjoying now.","Date of stay: September 2017","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665313922-126","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","Yan on the Road","Hong Kong, China702 contributions4095 helpful votes","More than a resort! Cool, Hip, Elegant but Fun!","14 villas resorts with high privacy, but just 5 mins to the Nimman area. The resort seems hide in a secret garden. You can hear the wind touch the leaves and birds singing. Villas are renovated from old houses from central Thailand. I love this concept as I like historical things. In Villa Mahabhirom, I can stay in a historical building with modern touch and modern facilities. Its cool, awesome and romantic.
Staff very nice and professional! They always take care of your need. But they won't always wander around you. That give you more space and make you feel like you own the whole space. 
Design is cool and eye catching everywhere in the resort. I like the reflection of the swimming pool, the statue with lively facial expression, the vintage chandeliers in the library and rooms.
It is not just a resort provide comfortable bed and big swimming pool. It is a unforgettable experience and you would like to share to your friends!","Date of stay: July 2017","Trip type: Traveled with friends","ui_bubble_rating bubble_50"
"1665313922-127","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","BlackTieLimosine","122 contributions4 helpful votes","3 days/2 nights package stay in the luxury Villa Mahabhirom.","Exclusive day journey include one hour private elephant ride, experience the joy of showering and feeding elephants, followed by a visit to the oldest tea plantation and experience roasting the tea leaves and tea tasting with local snacks.

End your memorable trip at Bad Boy Valley where the place is only opened to exclusive guests.

Located in Mae Tang district, Bad Boy Valley is the remarkable result of love and passion. The owners, who fell in love with the art and craftsmanship, share the very determined resolution about giving back to the society, with a plan to create a magnificent set of private art and craft pieces in order to create a superb livable museum.

Dine amongst rare art collection while the owners prepare and serve only one table per meal per time with an amazing display of fusion Thai and western food.","Date of stay: November 2016","Trip type: Traveled on business","ui_bubble_rating bubble_50"
"1665313922-128","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","J L","Hong Kong, China253 contributions179 helpful votes","A very special, cozy, luxurious and exclusive place. A hidden gem!","Love our stay here last December! Friends joined us in Chiang Mai after staying at Aman in Phuket and didn’t like the crowd there, but absolutely love this place. 

The property was newly opened in late 2016, but we were told that the owners had spent years building and decorating the place with many art pieces and antiques. 

It is a very tranquil place. We booked the 2 villas at the back with a shared pool. However, having seen the other villas, all are quite similar inside. The century old Thai/Lanna teakwood villas were bought by the owner and moved to this location. Each villa is split into 2 levels, upstairs is the bedroom and bathroom, and downstairs is the living room. However, the downstairs is an open area (not enclosed, no doors/windows) facing the inner courtyard so not quite enticing for us to sit and lounge there. 

The food is very good.  I particularly love the local dish (see photo), the bowl with chicken leg and crunchy noodle on top called “Khao Soi”. 

The staff are all extremely friendly and helpful and gave us many insider tips on where to go in Chiang Mai (non-touristy stuff).

Definitely the place to stay for understated luxury, discreet service and privacy!","Date of stay: December 2016","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665313922-129","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","Anilegna","Hong Kong, China936 contributions905 helpful votes","Private and sophisticated refuge","Was quite ill the night before I left for Chiang Mai, I almost thought of cancelling the trip, especially since I just spent five nights at the Como Point Yamu in Phuket, a consecutive weekend away seemed nuts -- was so glad that I took this relaxing break though.   

This intimate 14 villas ""hotel"" is literally just 5 minutes away from the airport, tucked away in a quiet area of town close to Wat Umong with the most discreet entrance.  Pim picked me up at the airport and showed me around the property, check in was super easy (reminiscent of Aman), zero paperwork, Pim just brought me to my room and took a copy of my passport -- that was it.   

My room (102) was spacious, comfortable and peaceful, a traditional Thai house.  The property has eclectic, some hunting lodge decor (I am not that into their fine examples of taxidermy though), generous supplies of Panpuri toiletries, the house has lights coming in from all side, surrounded by lush vegetation, trees with bright orange peacock flowers, birds chirping away by day and geckos by night.  The room also has a beautiful antique looking chandelier.   

Both the GM Manfred (ex GM 137 Pillars) and the lovely lady resident manager (Hataipatra Sriudom) introduced themselves when I first arrived.  Service was good throughout fhe stay, I liked for example how they cleaned up my room even on my departure date.   

I went to David's kitchen for dinner but stayed here for lunches as this fab place was so serene, I found it hard to peel myself away.   The peace was occasionally broken by the sound of an airplane (and by a nearby nightclub blasting away on Saturday night).  Even in the public spaces, you feel like you are home alone (in a good way).   

I have been to both 137 Pillars and the divine Dhara Dhevi before, Dhara Dhevi's stay was in their converted ""rice barn"" which was more luxurious vs here but you are out of town (both good and bad) and paying 50% more.  ( Here I enjoyed hopping over to Wat Umong at 6 ish in the morning, there is also a boxing studio next door which I intend to check out next time, I had a 2 hour deep tissue massage instead with an ex therapist from Amanpuri-- pure bliss).   

In sum, if you crave comfort, privacy & service, this is it.","Date of stay: May 2017","null","ui_bubble_rating bubble_50"
"1665313922-130","https://www.tripadvisor.com/Hotel_Review-g11879466-d12271873-Reviews-Villa_Mahabhirom-Su_Thep_Chiang_Mai.html","Jeffrey C","Sydney, Australia470 contributions185 helpful votes","An elegant oasis of contemporary style and Thai charm","This boutique hotel is an elegant oasis in Chiang Mai. We were there for lunch but had a lovely tour of the hotel rooms and facilities after lunch. Lunch was great with typical but limited Thai menu. The food was delicious with fresh ingredients and served stylishly. The cocktails were superb with its mixture of western and Thai flavours. The staff were friendly, polite and helpful. Definitely a place to return to .... to stay and dine.","Date of stay: April 2017","Trip type: Traveled with friends","ui_bubble_rating bubble_40"
"1665313939-131","https://www.tripadvisor.com/Hotel_Review-g11879466-d15220555-Reviews-Floral_Hotel_Ayatana_Chiang_Mai-Su_Thep_Chiang_Mai.html","Siprang","Bangkok, Thailand84 contributions34 helpful votes","Nice Boutique Hotel !!","I loved this hotel too much because it located in a good place, room was very big and clean also nice swimming pool. Staffs are very helpful. It just only breakfast as it is not variety foods as just only 3-4 items. However, would be back again for sure.","Date of stay: January 2020","Trip type: Traveled with friends","ui_bubble_rating bubble_40"
"1665313939-132","https://www.tripadvisor.com/Hotel_Review-g11879466-d15220555-Reviews-Floral_Hotel_Ayatana_Chiang_Mai-Su_Thep_Chiang_Mai.html","Jainam M","Mumbai, India624 contributions96 helpful votes","Good sleep","Not an extraordinary place certainly. It's a small size hotel. Room was good. Being in a quiet location, the sleep was very good and relaxing. The breakfast was downside. Could be a lot better. Certainly for veg options.","Date of stay: October 2018","null","ui_bubble_rating bubble_30"
"1665313939-133","https://www.tripadvisor.com/Hotel_Review-g11879466-d15220555-Reviews-Floral_Hotel_Ayatana_Chiang_Mai-Su_Thep_Chiang_Mai.html","Mick K","Vancouver, Canada136 contributions77 helpful votes","Great little hotel, super staff","Stayed in a loft suite, hotel was nice size, had a great little pool, and a basic breakfast buffet. Where it stood out was the service, very good. Good location and was in a quiet area, close to university.","Date of stay: May 2019","Trip type: Traveled as a couple","ui_bubble_rating bubble_40"
"1665313939-134","https://www.tripadvisor.com/Hotel_Review-g11879466-d15220555-Reviews-Floral_Hotel_Ayatana_Chiang_Mai-Su_Thep_Chiang_Mai.html","Siprang","Bangkok, Thailand84 contributions34 helpful votes","Nice Boutique Hotel !!","I loved this hotel too much because it located in a good place, room was very big and clean also nice swimming pool. Staffs are very helpful. It just only breakfast as it is not variety foods as just only 3-4 items. However, would be back again for sure.","Date of stay: January 2020","Trip type: Traveled with friends","ui_bubble_rating bubble_40"
